Q96RS0	Q9UI43
Q8IYX1	Q96HU1
P54274	P63165
P15692	P55290
P01116	P63165
P56180	Q76I76
Q92667	Q9NZI8
Q12923	Q9Y2R2
P05771	Q92918
P28482	Q96RR4
Q92918	Q96RR4
Q96RR4	Q99640
P16581	Q13241
O95049	Q7Z6J2
P29508	Q8IW75
P48304	Q9UJ71
O60381	O60861
P30939	P35346
P35368	P46094
P24903	Q16678
P37275	Q8N693
P52945	Q92826
P12755	Q06587
P25189	Q96JP9
P61587	Q8WUD1
P47736	Q9NYR9
O95661	Q13905
Q86Z02	Q99683
Q07890	Q9NP72
Q07890	Q9NP90
P20336	Q86VZ2
Q6ZV89	Q8TBJ5
Q13422	Q8TBJ5
P58181	Q9GZK4
P04216	P51671
P04216	Q9Y490
Q04206	Q86WI1
Q13310	Q9Y388
P01222	P05543
P08173	P41143
P35462	P41586
Q8NB49	Q8TF62
O95755	P47736
O14492	O75962
P98161	Q13761
P98174	Q92529
P60604	Q9NS56
Q687X5	Q8NFT2
P17301	P26718
O60939	P04216
Q96BR1	Q9HBY8
O43166	Q5VT25
P19099	P22680
P09629	P29317
P00736	P61812
P11047	Q13683
P19022	Q5SZK8
P08912	Q9UBY5
Q13422	Q9Y4D7
Q4KMG0	Q58EX2
P07766	Q16653
P19876	P35247
O15075	P45984
Q15465	Q9UPN3
Q14623	Q9UM47
Q15465	Q9UM47
P23769	P23771
P11229	Q92633
Q6ZN44	Q96MS0
P84022	Q86YT6
P84022	Q9Y6R0
Q14563	Q8NFY4
Q9NRL2	Q9UIF8
O15350	Q9Y566
P24347	Q8N119
O95759	Q6DHY5
O95759	Q6IPX1
O95759	Q8IZP1
P0C7X1	Q9BXI6
Q6IPX1	Q9BXI6
A6NER0	Q9NU19
Q6DHY5	Q9NU19
Q6IPX1	Q9NU19
Q8IZP1	Q9NU19
Q6DHY5	Q9Y3P9
Q6IPX1	Q9Y3P9
Q13115	Q9BV47
Q8WYL5	Q9NRW4
P23560	P41743
O15247	Q14554
O60245	P55289
P06899	Q13952
Q13952	Q93079
Q13952	Q99877
P08709	Q6PEW0
Q01860	Q9UP38
P04216	P78423
P58182	Q8WZ84
Q8NGL0	Q8WZ84
Q8NGL0	Q9GZM6
Q8WZ84	Q9GZM6
Q8WZ84	Q9H340
Q9GZM6	Q9H340
O43186	O43248
O00482	P22736
O75445	P24394
P02751	P29460
P11229	P30989
O14813	P32242
O14813	P32243
O43186	P47902
O75360	P52954
P17509	P52954
P31267	P52954
P32243	P52954
O95096	P56178
P23759	P56178
P54764	P62993
P56178	Q00444
O00409	Q12946
O43186	Q15699
P15692	Q7Z6A9
P13378	Q8NFW5
P32242	Q8NFW5
Q03014	Q8NFW5
Q07687	Q8NFW5
O75593	Q92949
P11362	Q96I82
P17481	Q99453
P49335	Q99453
Q92823	Q9BWV1
Q03052	Q9H254
Q99453	Q9H4S2
O75674	Q9UJY4
P29460	Q9UQP3
Q6ZMT1	Q86WN1
O15034	Q8IVI9
Q14002	Q96DU3
Q8TE67	Q96MF2
O15350	Q96NU1
Q15052	Q9H6S3
Q96B97	Q9H6S3
Q96MF2	Q9H6S3
Q96NU1	Q9P1V8
P07550	Q14289
Q8TC07	Q96HU1
O75317	Q9UK80
Q93008	Q9UK80
O15075	O60331
P25089	Q96FZ5
Q02750	Q9Y5P4
P14317	P16591
O60229	P53667
O95343	Q8TE12
P08620	P21579
P20336	Q92952
P48730	Q9NRM7
Q13214	Q9C0C4
Q92854	Q9C0C4
O15146	P16333
P21554	P35367
P20701	Q02487
P28827	Q14982
Q03164	Q8NEZ4
Q5ZPR3	Q92823
Q8WYB5	Q96BD5
Q8IZD2	Q9NRL2
Q9NPY3	Q9NYQ6
P32942	Q9UIB8
Q08211	Q9NZM1
P78367	Q9UJU2
P20336	Q92973
Q92973	Q96DA2
O95025	Q92854
Q8NFY4	Q92854
O76093	P29279
O60543	P61925
P31994	Q5ZPR3
P78324	Q8IWV2
P31751	Q9HB21
P00734	P23946
P23469	Q05209
P42772	Q9HAU4
O60229	O60259
O00506	P23443
P05129	P34947
P00749	P35442
P41743	P43250
P43250	Q05513
O75311	Q15822
Q16566	Q8TD08
Q16566	Q96QS6
Q00537	Q9C098
Q13043	Q9UBS0
P78368	Q9UQB9
Q9HCP0	Q9UQB9
Q99683	Q9Y5S2
O95755	O96013
O96013	P20339
P61956	Q96J02
P17483	Q01826
P01042	P55290
Q7KZI7	Q99558
P51149	Q9UBP9
P18146	P29279
P42229	Q92692
P43354	Q9NZR4
P17342	Q14416
Q8WU79	Q9NPF8
Q9NRM7	Q9UGU5
O94888	Q9HC62
P08311	P10747
O14788	O14931
O75094	O95185
P10747	P24394
P12838	P29460
P00747	P56270
P12644	Q01974
P25025	Q08708
Q14289	Q96QS3
P53621	Q99698
P09871	Q9Y4K3
P06729	Q5VST9
Q14344	Q8IXI1
P61106	Q99490
Q6ZUT3	Q9BYG5
Q96DA2	Q9UPQ3
Q9NP72	Q9Y6B6
P16333	Q86WN1
Q16584	Q8N2Y8
P16333	Q96MF2
P46108	Q9H6S3
O95631	Q9Y6N7
P62070	Q96HU1
P08134	P42768
P03372	P52954
Q8IV01	Q8NB66
Q12929	Q9BZ67
P08246	Q8N475
P10966	P12272
O00187	P00750
P00736	P04070
P00734	P14210
O75445	P43146
P00749	P56730
P26927	P57727
O14980	Q12829
P03952	Q2L4Q9
P26927	Q5K4E3
Q04756	Q5K4E3
P00750	Q6PEW0
Q2L4Q9	Q6PEW0
P00736	Q99895
Q99062	Q9BWV1
O00187	Q9H3S3
Q15052	Q9H6Q3
P04070	Q9UI38
P29459	Q99650
Q6UXK2	Q9HCJ2
Q9BY44	Q9Y221
O00622	P00747
P07996	Q13485
A1L4K1	P22105
Q6UWB1	Q8ND94
Q96PC5	Q9BXT4
Q86YS6	Q8N4G2
Q6UWB1	Q8NHL6
P01589	Q9HBE4
P05129	Q9H4P4
P06340	P29279
P01567	Q86WN2
P01571	Q86WN2
P05015	Q86WN2
O95696	Q9Y6I4
Q05655	Q9NQC7
P29353	P49810
O60449	P15498
P15153	P21333
O00762	P62316
P60953	Q14511
P49662	Q16666
Q13158	Q16666
P43405	Q00535
Q96E17	Q99719
Q99719	Q9H0F7
Q96C24	Q9GZV9
Q13422	Q9UDY8
P12883	P19429
Q13131	Q8N5D0
O43739	P17081
P18085	P98171
O14641	Q14691
Q14155	Q96DA2
P01579	P23468
P17181	Q15465
P20160	Q495A1
P08631	P46734
P15018	Q08334
Q7Z699	Q8WWN8
Q8IVW1	Q9NP72
Q9Y2H9	Q9Y5S2
O43447	Q08752
P80098	Q9NRJ3
P13611	P20160
Q96Q42	Q9NZ72
P61106	Q9NR31
P20336	Q8IV61
P11488	Q8TEU7
Q5VWQ8	Q8WXH6
O95398	Q96L33
Q13705	Q99683
Q8IV61	Q9HBH0
Q5VST9	Q9NP90
Q86VI3	Q9NP90
Q8TAI7	Q9NZL6
Q9BXW4	Q9UBN7
P03973	Q6ZMR5
P03973	Q7RTY5
Q6S8J3	Q8NHR9
Q6IN97	Q96QZ7
P03973	Q9BYE2
P31483	Q9NTZ6
Q9NTZ6	Q9NX07
Q2MJR0	Q9UGI8
P09326	P17301
P09326	P33681
P04049	P98171
Q13873	Q16288
O14807	Q96M96
Q96PX9	Q99704
Q15811	Q9BST9
Q8WWN8	Q9BST9
Q15027	Q9BYX2
O00506	Q9HBY8
Q96T54	Q9NYG8
O75962	Q9NYI0
Q8IW93	Q9NYI0
Q15811	Q9P212
O60487	Q9UIB8
Q00013	Q9BY11
P04798	P19099
P42684	P49761
Q13087	Q14554
P19099	Q16678
Q13153	Q86Y07
Q13501	Q9HD42
P53365	P55042
Q12913	Q13332
P18433	Q9H3S7
P05362	Q96P44
P08253	P13497
Q13501	Q14653
P06241	Q15796
O00212	Q52LW3
Q86UX7	Q92729
P35968	P43235
P28070	P53667
Q13242	Q9Y333
Q9UN86	Q9Y490
P01137	Q9NPY3
O14910	Q15742
P07550	P08172
P00748	P08603
P17252	P50148
P51805	P54762
P28360	Q9HCM4
P20309	Q9Y271
Q9UIW0	Q9Y5X4
P27037	Q9Y4K4
P07478	Q6UXK2
Q04759	Q99469
O94832	P35749
O60383	Q9NS15
O95727	Q9UQC2
P27037	P45985
P42679	Q00535
Q8NER5	Q9P286
O75791	Q8N2Y8
Q5VST9	Q96HL8
Q8N5V2	Q96HL8
P12107	Q8WXG9
P00747	P28482
O95633	P35555
Q15223	Q9H2B2
P61106	Q96RL7
O14795	Q70J99
Q99956	Q9UNI6
O95278	Q9Y6J8
O60504	P84022
O14931	P29459
Q6UXL0	Q9BQ51
P05067	Q9NRD5
P06729	Q8TDQ0
P19883	Q99988
O00213	Q9NQC7
Q92765	Q9ULV1
O94813	Q9Y4D7
P01588	P05231
P43694	Q9GZT9
A6NI72	P09769
P56945	Q9BVN2
Q96PC5	Q9BX66
Q15811	Q9NSI8
P26439	P28845
Q13177	Q13546
P26439	Q53GQ0
P37058	Q8WUS8
O75582	O75914
P51955	Q9HCP0
O15117	Q99962
P51148	Q8N8L6
P10911	Q92888
O60882	P45452
P38405	Q6UXN9
P01116	Q9NRY4
P12755	Q92743
P04049	P52735
P31483	Q9P2K5
Q13422	Q5ZPR3
Q9H7P9	Q9NS68
Q5JY77	Q6P1M9
Q96RW7	Q9NR99
Q5VZP5	Q8NEJ0
Q2KJY2	Q9NS87
Q9NQT8	Q9Y496
P12931	Q9NZM3
O75385	Q8NER5
P15090	P51161
Q15020	Q16560
Q15819	Q7Z7E8
Q7Z7E8	Q96LR5
Q96BT7	Q9H6T0
P29558	Q9UNP9
O95361	P19883
P43694	Q9HCM4
P13501	P49765
B1AK53	Q14678
Q6W2J9	Q8WWH4
Q04206	Q96AX9
Q8IUH4	Q96AX9
P42701	Q9GZX6
O14965	Q9UL54
Q86WV1	Q9UQF2
P13726	Q29983
Q12860	Q8NFT8
P08887	P14222
O75116	Q05397
Q14088	Q9H0Q0
Q92730	Q9H0Q0
Q96E17	Q9H0Q0
Q92793	Q9H9S0
A6NI72	O60880
P04141	P20160
P33981	Q9NYL2
Q86UL8	Q9UDY2
Q9UDY2	Q9Y3R0
O14508	Q13829
O75689	Q6ZV73
P50148	Q01860
Q01151	Q9H257
O95665	Q9UBY5
O00506	Q9H4B4
Q96GD4	Q9H4B4
Q96RU7	Q9NYY3
Q9UPZ9	Q9UQ07
P17081	Q9H8W4
Q5SZQ8	Q9UGJ1
Q96J87	Q9UGJ1
Q9NS61	Q9NZM3
P19022	Q8WZ42
A6NIZ1	P55040
P36404	P55040
P55040	P61224
O75628	Q9UNT1
O15204	Q96FS4
P09871	P09874
P08754	P84077
P30101	Q6ZRP7
P06729	Q8IXA5
P24385	Q8TD08
O15530	Q9BXA7
P45985	Q9BXA7
Q52WX2	Q9BXA7
Q96RU7	Q9BXA7
Q9BXA7	Q9C0K7
Q9BXA7	Q9P286
O15409	Q7Z6M2
P35241	Q9H169
Q99728	Q9NWX5
O60880	P00746
O43283	Q13177
P01137	P07858
Q06547	Q13233
Q86VZ5	Q96G23
A8MPY1	P17787
P09619	P54764
P49116	Q07869
P43354	Q13285
Q8TCU6	Q8WZ64
Q92930	Q9NP72
P07510	Q9UGM1
Q9BST9	Q9Y4H2
Q13501	Q9Y5K6
P51148	Q07890
P07949	Q13546
O95057	Q8IZJ4
O95835	Q8NG66
O43283	P31749
P00734	P42684
O60674	Q13464
P07947	Q13554
O43283	Q9H2X6
P08069	P78367
P04629	Q8TAU0
P20719	Q96RI1
Q92823	Q9UN67
P35913	Q13370
P61018	Q12967
Q93063	Q9UBV7
P43694	Q13418
P11229	Q9NSD7
O15350	Q13464
O15392	Q13464
P10071	Q8TAX0
P10071	Q9H116
O95758	P52272
P14866	Q13595
O95758	Q14103
P98179	Q14103
P14866	Q86U06
Q13526	Q96PU5
P98175	Q9BRL6
Q13247	Q9H0Z9
Q9BRL6	Q9UKA9
Q9BQ04	Q9Y3B4
Q9BRL6	Q9Y3B4
Q9BWF3	Q9Y3B4
O00175	P19875
O00626	P19876
P15735	P49840
A6NHL2	P52732
A6NHL2	Q15058
P11233	Q8NDX1
Q15438	Q96PX9
P10911	Q9BST9
A6NHL2	Q9BW19
P20339	Q00535
P34998	P51685
P32243	P52952
P40200	Q8N8Z6
P32242	Q8TAU0
P12034	Q92914
Q15319	Q99453
P31249	Q9BZE3
P62826	Q9H0T7
O43506	Q9Y3Q7
Q13444	Q9Y3Q7
P11233	P55060
P35968	Q9NYQ6
P12829	P48788
P11234	Q15436
Q96PY6	Q9H422
O75914	Q9UEW8
Q9P286	Q9UEW8
O60522	Q14155
O15467	P42830
P02778	P55773
P62745	Q9H4E5
P22309	Q8N3Y7
O15020	P42345
Q14585	Q8N143
O60506	Q96A72
Q96A72	Q9H6T0
Q96A72	Q9NQ94
P01111	P04899
P01112	P04899
P13637	Q16720
P02452	P20936
O00305	O15020
P13796	P15498
P02452	P16109
Q8NER5	Q9H2B2
O95503	Q9H2G4
P26842	Q9NQC7
P33681	Q9UDY8
P42696	P52597
O14492	Q9H4F8
O00478	Q9NZC2
Q6UXE8	Q9UIR0
P08887	P17948
P12757	P55283
O94813	Q13813
P49450	Q9NR33
Q16695	Q9NR33
P34972	Q8TDS4
Q8TDS4	Q9H244
P05771	P08069
Q92932	Q9UII6
O43316	O94776
O00308	P52657
P46934	P52657
Q07889	Q15027
Q7Z698	Q86XP1
Q15424	Q96PK6
Q70Z35	Q96S79
Q7Z699	Q9P104
O94887	Q9UPQ3
P43034	Q8NFH3
O75962	P45984
Q13546	Q16288
P08172	Q8NDV2
P21860	Q8NER5
P15311	Q8WXH0
Q14213	Q9NP99
O60543	Q9UIG0
O43506	O75078
P08908	P18825
P19622	P20719
P18825	P34969
O95076	Q01851
P78310	Q16653
Q8TC27	Q8WXS8
Q12866	Q92918
Q15723	Q99607
Q96RL6	Q9NYZ4
Q8WXS8	Q9UKF5
Q8TE56	Q9UKP4
Q8TE56	Q9Y3Q7
A8MTI9	P00747
P01594	P04439
P01854	P01911
P01857	P01911
P01859	P01911
P01860	P01911
P01861	P01911
P01597	P01857
P01597	P01859
P01597	P01860
P01857	P06331
P01859	P06331
P01860	P06331
P01764	P04439
P01850	P01889
P01721	P10966
P01721	P15692
P01594	P15813
P04439	P06312
P01911	P40200
O95976	Q30154
O15151	Q8WZ42
P78325	Q9UNA0
Q13444	Q9UNA0
Q9BZ11	Q9UNA0
Q9H2U9	Q9UNA0
Q9UKF5	Q9UNA0
O43307	Q13588
O00180	Q92952
O14931	Q6UX41
P19256	Q8WVV5
P41279	P43403
P49862	Q14520
Q99558	Q9UHY1
P10599	Q9UNN5
P21918	P51679
P51679	P51686
P25105	P61073
P51679	Q6U736
P25105	Q99788
P12319	P16871
P07204	P17275
O00548	Q13705
O00222	Q9HAP6
O15394	O60500
P23468	P54756
Q14324	Q8TD84
P13591	Q9P232
O14966	P61586
O95755	P61586
O14966	P62745
P59190	P62745
P51157	P63000
P05129	Q07912
Q13151	Q13242
P08134	Q15907
P14866	Q5SZQ8
P49703	Q8IXI2
P40616	Q8TAI7
P57735	Q8TAI7
P52272	Q8WVV9
Q8IXI1	Q969Q4
Q92968	Q96HU1
P62820	Q96HU8
P62745	Q96S79
Q13243	Q9BQ04
Q01130	Q9BRL6
P07910	Q9BWF3
Q13247	Q9BWF3
Q15382	Q9NYR9
Q07955	Q9UNP9
P49703	Q9Y272
P57729	Q9Y272
Q14964	Q9Y272
Q15286	Q9Y272
Q96AX2	Q9Y272
Q16602	Q5ZPR3
P05771	Q9C098
O95998	P00736
P04216	P20336
P04216	Q96P47
P78368	Q13153
O15530	P37023
P56945	Q8WZ60
P29460	P32004
P09038	Q01974
P46531	Q14790
Q14CS0	Q96S82
Q71RG4	Q96S82
Q96PU4	Q96S82
P07333	Q15418
P20160	P22681
Q5KSL6	Q9P212
P08047	Q8N3E9
Q8TDQ0	Q9BX59
Q71UM5	Q96EP1
O95782	Q99962
Q9H3D4	Q9NYQ6
Q9H347	Q9Y3P4
P63104	Q15785
P23743	Q53H12
P54252	Q6ZUT3
P11488	Q9BQA1
Q13162	Q7RTV5
Q99653	Q9Y2W7
O75144	P06731
P06731	Q6UXG8
Q8IVI9	Q8TEC5
O75054	Q96BF3
Q86YT9	Q96DU3
Q93033	Q96DU3
Q8IVI9	Q96MF2
P26927	Q96NZ8
O75054	Q9BRK3
Q7KYR7	Q9BRK3
Q96TA1	Q9BST9
Q8TEJ3	Q9BX66
Q8TEC5	Q9NQ75
O15016	Q9NR48
Q9BST9	Q9Y2H5
O43182	Q14511
P09012	P51991
P51991	P52756
P05161	P61956
O15145	P62736
P20929	Q08289
P51991	Q13242
P51991	Q16560
P51991	Q86U06
P09651	Q9BQ04
P38159	Q9BQ04
P38159	Q9BWF3
P51148	P53680
Q05397	Q13009
O60674	Q13422
P19022	Q6XZF7
P10747	Q7Z6A9
P14416	Q96P69
P00736	Q15633
Q16763	Q9H1Y0
Q9NP90	Q9UL33
P98179	Q14289
Q8IYM9	Q969Q1
O43734	O95361
P00746	P05981
P03952	P49863
P03952	Q99895
Q2L4Q9	Q9BQR3
P03952	Q9BZJ3
Q86T26	Q9BZJ3
P00750	Q9GZN4
Q2NKQ1	Q5TC63
O76039	P16591
Q16270	Q16651
O14757	P01111
P15056	P20248
P51955	P62826
Q02447	Q5ZPR3
P41002	Q92519
Q04323	Q93009
P42336	Q99933
P23945	P35346
O95661	Q12979
Q12979	Q8IXI2
Q92908	Q9Y4K3
O95759	Q92738
Q8IV04	Q92738
P62491	Q9UQB9
O75144	Q14213
P52198	Q8TC07
O60307	Q92772
P21127	P55273
P16050	Q9BYJ1
O14939	Q92626
P07949	P14652
P07949	P49639
Q70J99	Q99607
Q16653	Q92692
O94856	P29323
Q13546	Q9UEE5
P11137	P36896
P38398	Q12933
P27361	P61018
O15020	P11137
P48436	Q13263
Q9BT67	Q9UN86
P29350	Q9BVJ7
O95096	Q09472
P62068	Q93009
Q14694	Q93009
O15068	P63096
P37231	P52945
P32238	Q99705
P62070	Q58EX7
P11441	P61081
P01732	Q14982
O15117	Q15011
O95096	P35222
P04141	Q8NI17
Q96J01	Q9UMR2
Q9BZ95	Q9UBC3
O94813	P17787
P41182	Q14774
O95361	Q96RD7
Q96QS3	Q9HCK4
P16871	Q9Y6Q6
P02452	P12755
P12644	Q01082
O95393	Q15465
Q3KR16	Q6ZR37
Q5JSP0	Q6ZR37
Q6ZR37	Q8N5V2
Q8IXI1	Q99719
P52735	Q15642
O15230	P16333
O43603	P20309
P50052	P51582
P30556	P51679
P02452	Q01974
O95977	Q15722
P17301	Q16653
P02458	Q96I82
O75962	Q9H8V3
Q01826	Q9NQ38
P61587	Q04759
O14788	P13591
P25208	Q9NRG0
P10114	P38405
O15075	P63165
P38405	Q96D21
O15075	Q9UMX0
P02749	P08709
P17181	P29459
O60504	P61586
Q14623	Q9HCM4
Q7Z4P5	Q99466
P61328	Q02779
P12755	Q68CZ1
O60245	Q92729
Q13634	Q92729
Q92729	Q9BQT9
Q15375	Q9HCU4
Q92729	Q9UJ99
P14210	Q8N5H7
O76041	Q96J02
P00748	P12544
P03952	P12544
P00748	P20151
P08217	Q9BQR3
P24158	Q9BQR3
Q15223	Q99665
P59539	P59544
P59534	Q9NYV9
P59544	Q9NYW0
P59534	Q9NYW7
P04626	P20248
Q99614	Q9UIM3
P21333	Q15417
Q9H0F7	Q9UN86
P13501	Q9UQQ2
O75116	P61020
P02747	P05156
O60662	P25098
P20749	P43405
P48431	Q06587
P43405	Q99612
P05156	Q9HC29
O15392	Q9NQY0
P35368	Q9UNE7
Q86W42	Q9NUU7
Q8NFH4	Q9NUU7
P00749	P08581
P61587	Q15418
Q6PI73	Q9NZC2
P17787	Q06889
O75995	P0CG47
O75995	P0CG48
O75995	P62979
O75995	P62987
P07948	P0CG48
P07948	P62979
P07948	P62987
A6NKC9	P62993
P0CG47	Q5VV41
P0CG48	Q5VV41
P62987	Q5VV41
P0CG47	Q9P2A4
P0CG48	Q9P2A4
P62979	Q9P2A4
P62987	Q9P2A4
O75912	Q5KSL6
Q86UD7	Q8TBP0
O60566	O60674
P41743	Q04771
Q14004	Q96GD4
O60285	Q8NCB2
Q13387	Q96P47
O95256	Q9NPH3
P13727	Q9UJ71
P49815	Q96E17
P49815	Q9ULW5
Q96M93	Q96SI9
P40617	P51153
O95716	P56559
P19320	Q9BZZ2
Q96KC2	Q9UPQ3
P01111	Q9H7X7
Q9Y4D7	Q9Y6N7
O15270	P24298
O60496	Q8TER5
P05543	Q16651
O60784	Q8WUN7
P36896	Q01082
P36896	Q99767
O00499	Q00535
P32519	Q7Z6A9
O00222	Q05586
P29320	P47712
Q15848	Q9H293
Q8IV04	Q96HU1
Q9NS40	Q9UL51
O75054	P57087
P78314	Q5SXH7
Q00889	Q6ZMC9
Q13046	Q6ZMC9
Q16557	Q6ZMC9
Q6UX41	Q6ZMC9
P78410	Q8TDQ0
Q5SXH7	Q8TER5
Q8TED9	Q8TER5
Q8TDQ0	Q8WVV5
O95944	Q96DU3
Q8N3J6	Q96DU3
Q6ZMC9	Q9BRK3
Q96DU3	Q9BRK3
Q8WVV5	Q9BX59
Q7Z6E9	Q9H7E2
Q00888	Q9UIR0
Q6UXG3	Q9UIR0
Q6ZMC9	Q9UIR0
Q96DU3	Q9UIR0
Q8WVV5	Q9UKJ0
O94887	Q9ULM0
Q58EX7	Q9ULM0
Q6S5L8	Q9ULM0
Q6UXG3	Q9UM44
Q8WVV5	Q9Y279
P55201	Q9BZS1
O14904	Q14332
A1IGU5	Q9UQB8
Q6XZF7	Q9Y5K6
Q8IW93	Q9Y5K6
P61088	Q8NG06
Q5JXB2	Q8NG06
Q8TBB1	Q9H987
P15882	Q9UNA1
O75695	P17812
P42771	P51617
O43318	Q13418
P36897	Q9H1R3
P15814	P40259
P63279	Q5VVX9
P51668	Q8N2K1
P58397	Q9BZ11
P15814	Q9NZC2
Q9UQ52	Q9UQP3
P08709	Q99075
O15164	O75084
P09067	P12644
O15350	Q9H2W2
P08476	P39905
O00144	Q9H461
P08833	Q04206
P54727	Q15369
Q5VVW2	Q9NYS0
P46527	Q9Y6X8
O43927	P55773
P50148	P78406
O75116	Q13009
P55884	Q9Y6M1
P08138	Q05397
O15105	Q96T37
P36896	Q9Y6R4
P26045	P49418
O60939	Q8NB66
P21579	Q9Y639
P23497	Q8NET5
O75563	P35568
P0DPA2	Q96DU3
P0DPA3	Q96DU3
P37108	Q9P2K8
O14757	P01112
Q07157	Q8TBB1
O00187	O60235
P00736	P00742
O00187	P05981
P03951	P05981
P08709	P08861
P04070	P09871
O60235	P14210
P00748	P14210
O15393	P26927
P00742	P48740
P26927	Q2L4Q9
P00736	Q86WS5
P26927	Q86WS5
P48740	Q8NF86
Q04756	Q99895
P26927	Q9GZN4
P03952	Q9H3S3
O15393	Q9UI38
P08246	Q9UKR0
P04070	Q9Y5Q5
Q16651	Q9Y5Q5
P08218	Q9Y6M0
Q86TI0	Q9Y3P9
O43474	P12644
P08567	P25105
O76090	P55011
P11049	P78552
O60260	Q12879
P11047	Q13418
P06307	Q15784
P08575	Q8WZ60
Q02224	Q9H3R5
Q9C0H9	Q9HCC9
P37840	Q9NZN1
P11234	Q9P2E2
O94973	Q9UI12
Q12797	Q7Z3E1
P33981	Q13873
P35241	Q7Z6J4
Q15375	Q969G2
P98174	Q96AC1
Q14139	Q5JXB2
O00213	Q5TCQ9
P34925	Q96KB5
P15169	Q9UI42
Q8WXS8	Q9H013
Q8TE57	Q9P2N4
O43506	Q9UKQ2
Q8TE56	Q9UP79
O00560	O14910
A6NEQ0	P23246
Q01826	Q15475
P98175	Q16629
P06241	Q7KZF4
P07948	Q7KZF4
Q14966	Q9BQ04
Q13595	Q9BWF3
Q13247	Q9H6T0
P51149	Q9NZQ0
Q15907	Q9NZQ0
Q6T310	Q9NZQ0
Q8TAI7	Q9NZQ0
Q96A58	Q9NZQ0
Q99578	Q9NZQ0
Q92922	Q9NRG0
P07288	P13500
P29692	P62277
Q01814	Q13733
P55210	Q9BZF9
O00213	Q16584
O00762	Q9P2K8
A6NHL2	Q9UIL4
Q86WG5	Q9UN19
Q01668	Q9BV35
O00268	Q9HB65
O14944	O60496
O15020	Q9BZB8
P04275	Q9NPY3
O15085	Q96DA2
Q969Q5	Q9NZN5
Q96DA2	Q9NZN5
P28827	Q16650
O00762	P24941
O43295	Q8N2Y8
O15117	Q96MF2
O94885	Q96RF0
Q96MF2	Q99961
Q16584	Q9NR46
Q96HL8	Q9UNA1
Q14247	Q9UQB8
A1X283	Q8N2Y8
P00519	Q9BVN2
O94868	Q9UKW4
P51159	P52198
P35241	Q12929
P01112	Q8N4Z0
P51159	Q96D21
O00468	O15169
O60259	P16333
P21333	Q9H0Z9
P29279	P48546
P01137	P02778
O75962	Q8NDX1
P01116	Q9NS23
Q8IXA5	Q9NZQ7
Q9NQC7	Q9UKS6
P17612	Q7KZI7
P15735	Q96L34
P22607	Q96L34
Q8NEV4	Q96L34
Q96L34	Q96QS6
Q96QS6	Q9BXA6
Q9BUB5	Q9P0L2
Q7KZI7	Q9UL54
Q9P0L2	Q9UL54
Q15831	Q9UQB9
Q96L34	Q9UQB9
Q9P0L2	Q9Y243
Q9P0L2	Q9Y5S2
P26718	Q12918
O15021	P50479
P17301	Q07108
O94885	Q5PRF9
Q12899	Q86XT4
Q6UX15	Q8IX05
Q712K3	Q8N4F7
Q5PRF9	Q8ND30
Q86UL8	Q8NEN9
Q8N8L6	Q8WXH6
P16109	Q92478
Q7Z6G8	Q969H4
Q8IYM9	Q96A61
P15529	Q96L08
O75596	Q9BYZ8
P98175	Q9HCJ3
Q96T58	Q9HCJ3
Q9HCJ3	Q9NWH9
Q9BSL1	Q9NWM3
Q504T8	Q9Y5A7
P00736	Q5KU26
P09871	Q5KU26
P55795	Q9HCG8
O95759	P17081
P62491	Q8TC07
Q9H4B7	Q9NQT8
Q9H2K8	Q9NYY3
P61204	Q6T310
P07333	Q16832
Q99985	Q9C0C4
Q12756	Q86VZ2
O15020	O15068
O15020	O95294
P60520	P68036
Q13501	Q8NCF5
Q01082	Q969R2
O14640	O60784
Q15434	Q16560
Q86XP1	Q8WWN8
Q15427	Q93062
P80217	Q96T37
Q08881	Q9NYL2
Q14160	Q9P202
P07947	Q9P2A4
P07947	Q9UJU6
P11233	P31749
O14641	P46109
O75962	Q03113
Q5JSP0	Q8NDX1
Q719H9	Q8TAE7
P62491	Q8TDY4
P10966	Q92956
P46109	Q92997
O43307	Q9BQI7
Q5VST9	Q9BQI7
P31751	Q9BXB4
Q70Z35	Q9NYI0
O14782	Q9UJT0
P52732	Q9UJT1
P84022	Q9UN19
P57105	Q12923
P06731	Q495A1
O15018	Q5SYB0
O75970	Q5SYB0
P10966	Q6UXG8
Q09666	Q76G19
P46379	Q8N2Y8
P40200	Q9BRK3
O95049	Q9H5P4
O75791	Q9UHD9
P42684	Q9UHD9
Q5SYB0	Q9UQ26
Q8IVF2	Q9Y3R0
P00451	Q9BRK3
P10301	P61019
P62070	Q8WUD1
Q8TAI7	Q8WUD1
Q8WUD1	Q96A58
Q92737	Q9H0U4
P61019	Q9NYN1
O00762	P05161
P05783	P14784
P09871	Q13422
P23527	Q16576
P58876	Q16576
P61106	Q8N4Z0
Q06587	Q8WU17
Q86YT6	Q9H4P4
O95125	Q9Y2X9
P17301	P98161
O15520	P00533
P98171	Q8WXH6
P26441	P29460
P52198	P52735
Q14943	Q495A1
P31150	Q5JT25
P98174	Q7Z444
Q5JSP0	Q7Z444
Q14943	Q7Z6A9
Q5JT25	Q92930
Q92930	Q9H0N0
P06729	P25942
P14651	P29317
P29279	Q14116
P01732	Q9Y6Q6
P11172	Q9BXR0
P04629	P37173
