O00273	Q9GZV5
Q96A08	Q99525
P12644	P37173
P18075	P55107
P02042	P02144
P02100	P02144
P02144	P68871
P17787	P31644
O43306	Q08462
O60229	Q9NYB9
O60469	Q92752
P22004	Q6KF10
P20264	P48431
Q9H4P4	Q9UNE7
Q5SZQ8	Q9BZC1
O60383	P01137
P01137	P55107
P47869	Q99928
P00748	P08709
P20336	Q15811
O95393	Q6KF10
P09529	Q6KF10
O95393	Q7Z4P5
P09529	Q7Z4P5
P28358	P31277
O43365	P49639
P30926	Q04844
O60814	P20671
P06899	P20671
P20671	P23527
P0C0S8	P57053
P20671	P57053
P20671	P58876
P20671	P62807
O60814	Q16777
P06899	Q16777
P23527	Q16777
P33778	Q16777
P57053	Q16777
P58876	Q16777
P62807	Q16777
P20671	Q16778
P0C0S8	Q5QNW6
P20671	Q5QNW6
Q16777	Q5QNW6
P57053	Q6FI13
Q5QNW6	Q6FI13
P57053	Q7L7L0
Q5QNW6	Q7L7L0
P04908	Q7Z2G1
P0C0S8	Q7Z2G1
P16104	Q7Z2G1
P20671	Q7Z2G1
Q16777	Q7Z2G1
Q6FI13	Q7Z2G1
Q7L7L0	Q7Z2G1
O60814	Q8IUE6
P06899	Q8IUE6
P23527	Q8IUE6
P57053	Q8IUE6
P58876	Q8IUE6
P62807	Q8IUE6
Q5QNW6	Q8IUE6
Q7Z2G1	Q8IUE6
P04908	Q8N257
P0C0S8	Q8N257
P16104	Q8N257
P20671	Q8N257
Q16777	Q8N257
Q6FI13	Q8N257
Q7L7L0	Q8N257
Q8IUE6	Q8N257
P57053	Q93077
Q5QNW6	Q93077
Q7Z2G1	Q93077
Q8N257	Q93077
P20671	Q93079
P20671	Q96A08
O60814	Q96KK5
P06899	Q96KK5
P23527	Q96KK5
P33778	Q96KK5
P58876	Q96KK5
P62807	Q96KK5
Q16778	Q96KK5
Q5QNW6	Q96KK5
Q7Z2G1	Q96KK5
Q8N257	Q96KK5
Q96A08	Q96KK5
O60814	Q96QV6
P06899	Q96QV6
P23527	Q96QV6
P57053	Q96QV6
P58876	Q96QV6
P62807	Q96QV6
Q5QNW6	Q96QV6
Q7Z2G1	Q96QV6
Q8N257	Q96QV6
Q93079	Q96QV6
P20671	Q99877
Q16777	Q99877
Q8IUE6	Q99877
Q96KK5	Q99877
Q96QV6	Q99877
O60814	Q99878
P06899	Q99878
P23527	Q99878
P33778	Q99878
P57053	Q99878
P58876	Q99878
Q5QNW6	Q99878
Q7Z2G1	Q99878
Q8N257	Q99878
Q96A08	Q99878
Q99877	Q99878
P20671	Q99879
Q16777	Q99879
Q8IUE6	Q99879
Q96KK5	Q99879
Q96QV6	Q99879
P0C0S8	Q99880
P16104	Q99880
P20671	Q99880
Q16777	Q99880
Q6FI13	Q99880
Q7L7L0	Q99880
Q8IUE6	Q99880
Q93077	Q99880
Q96KK5	Q99880
Q96QV6	Q99880
Q99878	Q99880
P57053	Q9BTM1
Q5QNW6	Q9BTM1
Q7Z2G1	Q9BTM1
Q8N257	Q9BTM1
Q99880	Q9BTM1
P57053	Q9P0M6
Q5QNW6	Q9P0M6
Q8N257	Q9P0M6
Q99880	Q9P0M6
P00747	Q8IU80
P11362	Q13418
P36222	Q9BZP6
O60814	P23527
P23527	P58876
P23527	Q16778
P06899	Q93079
P23527	Q93079
Q16778	Q93079
P09110	P55084
O60911	P07858
O15247	O95833
P20336	Q9NRW1
P20337	Q9NRW1
P59190	Q9NRW1
P22003	P22004
O00182	P09382
Q86U86	Q92831
P12271	P49638
P61586	Q15811
O76093	P31371
Q9H257	Q9Y239
P02100	Q6B0K9
P10600	P12644
P11940	Q9H0Z9
O95393	P22004
P02144	P69891
P02144	P69892
O60260	Q15819
O00194	Q9NYS0
P49459	Q9Y4K3
O15182	P41208
P00325	P11766
P23368	Q16798
O95696	Q92831
Q6UXY1	Q9UQB8
O60814	P16104
Q7L7L0	Q96A08
P23527	Q9BTM1
P58876	Q9BTM1
P62807	Q9BTM1
P07437	Q02224
O00762	Q969T4
P31151	Q9HCY8
P08319	P11766
O43306	O60266
P40145	P51828
O60258	P21781
P31371	P61328
P12645	P18075
P10600	P43026
O00194	O14807
P20719	P43699
P49450	Q96KK5
P49450	Q99878
P12644	Q6KF10
P01024	P42081
P09601	P30519
P30679	P62873
P68366	Q9NRH3
P31943	P52756
P31314	P78367
Q9UET6	Q9UI43
P15498	P98171
P49841	Q92630
P38405	P63096
P18075	Q6KF10
Q14511	Q9UKW4
P00488	P16452
P09105	P69891
P02144	P69905
P69892	Q8WWM9
P69905	Q8WWM9
P0C0S8	P49450
P49450	Q6FI13
P49450	Q7L7L0
P04908	P0C1H6
P0C0S8	P0C1H6
P0C1H6	P16104
P0C1H6	P20671
P0C1H6	Q16777
P0C1H6	Q6FI13
P0C1H6	Q7L7L0
P62805	Q7Z2G1
P0C1H6	Q8IUE6
P62805	Q8N257
P0C1H6	Q93077
P0C1H6	Q96KK5
P0C1H6	Q96QV6
P0C1H6	Q99878
P0C1H6	Q9BTM1
Q96J87	Q9BZC1
Q15782	Q9BZP6
Q5ZPR3	Q9NZQ7
O60469	Q9Y6N7
P22894	Q99542
A5PKW4	P61204
O43365	P14652
P02100	P69891
P02100	P69892
P02008	P69905
P69905	Q6B0K9
P02042	Q8WWM9
Q6DN90	Q9NYI0
P68366	Q12756
O14793	P12644
P31270	Q05925
O60814	Q7L7L0
P06899	Q7L7L0
Q7L7L0	Q99877
Q99877	Q9BTM1
Q99879	Q9BTM1
Q16778	Q9P0M6
P00747	P00748
P61586	Q96P48
P17787	P28472
P51671	P78423
P12644	P61812
Q96P47	Q9NRW1
O14788	P01375
P31751	Q09013
A5PKW4	Q6DN90
P13500	P19876
O00194	Q14088
O00194	Q96DA2
P01116	Q15811
P11233	P60953
O43570	P00918
O43570	Q8N1Q1
P00352	Q9H2A2
O14543	P41182
O43570	Q16790
P56177	Q07687
P05121	P50452
O15075	Q00535
O14836	P29965
P68036	Q13404
O60603	Q9NYK1
P10145	P78423
P14651	P52952
O75360	Q9BZM3
P01137	P05111
P01137	P22003
P23527	Q16695
Q16695	Q96A08
P68431	Q99877
Q99525	Q99877
Q99525	Q99879
Q9NP90	Q9NRW1
Q6B0K9	Q8WWM9
O00194	Q8TAI7
P09012	Q13242
P22004	P61812
P31260	Q05925
P26718	Q9BXN2
O14672	P78536
O60266	Q8NFM4
P29972	P55087
O14492	Q92569
P10600	P55107
Q8WWN9	Q9HB21
O43248	Q9NYD6
P21579	Q14183
P49450	Q8IUE6
P49450	Q96QV6
P01009	Q9UK55
P28335	P34969
P31271	P50219
P08620	P61328
P08620	Q92915
P49189	P51649
P01137	P34820
P33778	Q7L7L0
P62807	Q7L7L0
Q7L7L0	Q93079
O60814	Q9BTM1
Q93079	Q9BTM1
P06899	Q9P0M6
P62807	Q9P0M6
P31943	Q9H6T0
P14867	P28476
O15496	P14555
P60604	P63146
P00390	Q16881
O14793	O95393
O75689	Q8WU79
P69891	Q6B0K9
P69891	Q8WWM9
P30301	P55064
Q08462	Q8NFM4
P11678	Q9NRD9
P00748	P35030
P24821	Q9BWV1
P12643	Q6KF10
O14727	O95999
P56177	Q96QS3
P0C0S8	Q16695
Q16695	Q6FI13
P68431	Q7L7L0
P08100	Q6U736
P62805	Q96A08
P43146	P54753
P01033	Q13443
P00519	P16591
P14867	P48167
P48167	P48169
P53609	Q92696
P01111	P20339
P01116	P20339
O60266	P51828
P29373	P50120
P51965	Q15819
Q7Z6J0	Q9UQF2
P51828	Q8NFM4
O60333	O95239
O14618	Q04656
O60814	P0C0S5
P05111	P12645
P51151	Q13636
P51151	Q9UL26
P17081	P62330
O60229	Q8N5V2
P17516	P51857
O60260	Q86UR1
P14651	P20719
P23246	P52756
P08567	Q96P48
O43320	P21781
P31644	Q8N1C3
P47869	Q8N1C3
P55064	Q13520
P57053	P68431
P06899	P84243
P23527	P84243
P57053	P84243
P62807	P84243
P68431	Q5QNW6
P84243	Q5QNW6
Q16695	Q5QNW6
O60814	Q6NXT2
P06899	Q6NXT2
P23527	Q6NXT2
P33778	Q6NXT2
P62807	Q6NXT2
Q16778	Q6NXT2
Q5QNW6	Q6NXT2
O60814	Q71DI3
P06899	Q71DI3
P23527	Q71DI3
Q5QNW6	Q71DI3
P84243	Q8N257
Q16695	Q8N257
Q6NXT2	Q8N257
Q71DI3	Q8N257
P84243	Q93079
Q6NXT2	Q93079
P84243	Q96A08
Q6NXT2	Q96A08
Q71DI3	Q96A08
P57053	Q99525
Q5QNW6	Q99525
Q7Z2G1	Q99525
Q8N257	Q99525
P84243	Q99877
Q6NXT2	Q99877
Q71DI3	Q99877
P84243	Q99879
Q6NXT2	Q99879
P68431	Q99880
P84243	Q99880
Q6NXT2	Q99880
Q99525	Q99880
O95150	P48023
P08567	Q86UX7
P26045	Q16849
P0C5Z0	P62805
Q86WV1	Q9HB21
P31371	Q92915
O15357	P29323
P42081	Q14116
Q13310	Q9Y5S9
Q5SZQ8	Q8WXF0
P0C1H6	P62805
A6NKD2	Q01105
O14756	P28845
P61086	Q712K3
P23527	P49450
Q16695	Q99525
P49450	Q99879
P02100	Q8WWM9
P19086	P38405
P27361	Q00535
Q96E17	Q9ULW5
P58876	Q7L7L0
P04908	Q96A08
O60814	Q9P0M6
Q93079	Q9P0M6
Q12756	Q12840
P37173	Q6KF10
P37173	Q7Z4P5
P20265	P48431
Q08493	Q14432
P20719	P52952
Q8WZA2	Q9NYS0
P10600	P22004
O60503	Q8NFM4
Q02779	Q8N5V2
P62256	Q16763
O75936	Q9NVH6
P12644	P12645
O95393	P09529
P98171	Q06187
Q16778	Q7L7L0
Q93077	Q99877
P33778	Q9BTM1
P27815	Q14432
O43320	P08620
O95759	Q8IYX1
Q9NR97	Q9Y2C9
P08174	P08603
P04275	P16109
P28476	P47870
P29965	Q06643
P20701	Q9UKX5
P35244	Q96E14
Q29983	Q9BXN2
P35670	Q04656
P48169	Q8N1C3
P51965	P60604
P28476	P34903
P20671	P68431
P0C0S8	P84243
P20671	P84243
P20671	Q16695
P84243	Q16777
P84243	Q6FI13
P04908	Q6NXT2
P0C0S8	Q6NXT2
P16104	Q6NXT2
P20671	Q6NXT2
Q16777	Q6NXT2
Q6FI13	Q6NXT2
P0C0S8	Q71DI3
P20671	Q71DI3
Q6FI13	Q71DI3
P84243	Q7L7L0
Q6NXT2	Q7L7L0
Q71DI3	Q7L7L0
P84243	Q8IUE6
Q6NXT2	Q8IUE6
Q6NXT2	Q93077
Q71DI3	Q93077
P68431	Q96KK5
P84243	Q96KK5
Q6NXT2	Q96KK5
P84243	Q96QV6
Q16695	Q96QV6
Q6NXT2	Q96QV6
Q71DI3	Q96QV6
P84243	Q99878
Q6NXT2	Q99878
P84243	Q9BTM1
Q6NXT2	Q9BTM1
Q71DI3	Q9BTM1
P16389	Q9UK17
P00749	P48307
P16219	P28330
P00749	Q16270
O60383	P10600
P09529	P10600
O00743	Q08209
Q8N474	Q92765
P11215	P56199
O94788	Q9H2A2
P07203	P22352
P20336	P20340
P20337	P20340
P20340	P59190
O00425	P31483
P12645	P43026
O60814	Q16695
P68431	Q96A08
P23527	Q99525
O95393	P36894
P12644	P36896
P24347	Q9H306
P06899	P58876
P23527	P62807
P06899	Q16778
P23527	Q99879
O60229	Q14155
P68363	Q99661
Q14155	Q5VST9
P05111	P55107
P29965	Q495A1
P00734	P00748
O43365	P20719
Q14155	Q9NYB9
Q16763	Q9Y4K3
Q9NZQ7	Q9Y279
P10966	P29965
Q13509	Q9NY65
Q8N3Y7	Q9BPW9
P43405	Q13422
O00194	P20337
P61086	Q05086
Q09161	Q96J87
P31644	P48167
P47869	P48167
Q14116	Q9Y279
P49419	Q9H2A2
P31943	Q8WVV9
P52597	Q8WVV9
P12277	P17540
P43403	Q13422
O60503	P51828
O95750	P21781
O60447	Q8WUA7
Q3MII6	Q8WUA7
P21781	Q9NP95
P11310	P28330
Q8TEA8	Q96FN9
P26447	Q99584
A6NCE7	P60520
O60814	P0C5Z0
P06899	P0C5Z0
P0C5Z0	P23527
P0C5Z0	P33778
P0C1H6	P49450
P0C5Z0	P57053
P49450	P57053
P0C5Z0	P58876
P0C5Z0	P62807
P0C1H6	P68431
P0C1H6	P84243
P0C1H6	Q16695
P0C5Z0	Q16778
P0C5Z0	Q5QNW6
P49450	Q5QNW6
P0C1H6	Q6NXT2
P49450	Q6NXT2
P57053	Q6NXT2
P0C1H6	Q71DI3
P49450	Q7Z2G1
P68431	Q7Z2G1
P84243	Q7Z2G1
Q16695	Q7Z2G1
Q6NXT2	Q7Z2G1
Q71DI3	Q7Z2G1
P0C5Z0	Q8N257
P0C5Z0	Q93079
P0C5Z0	Q96A08
P0C1H6	Q99525
P0C5Z0	Q99879
P49450	Q99880
Q13490	Q9Y239
P03999	P08100
Q8WYN0	Q96DT6
P08908	P34969
P50219	Q9NYD6
Q3SXY8	Q9ULC3
P51828	Q08462
O43581	P21579
Q13885	Q9NRH3
P09936	P15374
P07477	P35030
P12643	P12645
O00762	P61086
P68431	Q9BTM1
Q16695	Q9BTM1
O60260	Q9H254
P42768	Q8IXI2
P11234	P20936
P49450	Q93077
O60814	Q99525
P06899	Q99525
Q96JA3	Q9NZD2
O94778	P55064
P61086	Q9UNE7
P35713	Q9H6I2
P10599	Q8NBS9
P58876	Q9P0M6
P00748	P48740
P05019	P29279
O43581	Q14183
O43704	P49888
P31260	P31277
P31277	Q05925
P78367	Q9HBU1
O76083	Q13946
P04350	Q12756
Q9BZ23	Q9H999
P07195	Q6ZMR3
Q16763	Q96LR5
P31483	Q09161
P01116	P20936
Q14554	Q8NBS9
O00194	Q96A58
O00194	Q99578
P68036	Q969T4
O95393	Q13253
P61812	Q9UK05
O60609	P39905
P36222	Q12889
P05154	P48595
Q9BZM3	Q9NYD6
Q96PY5	Q9Y4D1
Q9NPD8	Q9Y4K3
P20936	Q9NYB9
P28476	P48169
P06702	Q9HCY8
P17787	Q04844
P05230	Q9NP95
P16066	P51841
Q12756	Q9Y496
P41743	Q8IWQ3
P31943	Q8NDT2
P17706	P23469
P08254	P09237
Q9BX66	Q9UQB8
Q15819	Q9UMX0
O14793	P12643
