Q14494	Q9ULX9
Q9H4Q3	Q9UGL1
P52655	Q9UGL1
Q9UGL1	Q9UJU6
Q9BXQ6	Q9UGL1
Q9BYZ6	Q9UGL1
Q6P1X5	Q9UGL1
O60902	Q9UGL1
Q8NFD5	Q9UGL1
P49639	Q9UGL1
Q13224	Q9UGL1
P50222	Q9UGL1
P50616	Q13309
Q13216	Q16531
Q16531	Q9Y4B6
Q16531	Q9NZJ0
Q16531	Q9C0C7
P61962	Q16531
Q16531	Q9NV06
Q16531	Q66K64
Q16531	Q9NXF7
Q16531	Q5H9S7
Q13098	Q16531
Q13620	Q9NZJ0
Q6W2J9	Q9BSM1
Q6W2J9	Q8NHM5
P34932	Q6W2J9
Q06587	Q6W2J9
Q6W2J9	Q99496
Q6W2J9	Q8N488
P63208	Q6W2J9
Q8NHM5	Q9BSM1
P34932	Q9BSM1
Q06587	Q9BSM1
Q99496	Q9BSM1
Q8N488	Q9BSM1
P63208	Q9BSM1
Q8N488	Q99496
P63208	Q8NHM5
O96017	Q00987
P27348	Q00987
Q12933	Q92905
P04637	Q8NHY2
P22681	Q15811
O75604	P0CG48
Q96F44	Q96RN5
P05412	Q96J02
Q96RU2	Q9HAW4
Q14676	Q96RU2
P46934	Q01959
P42566	Q01959
Q01959	Q9Y6I3
Q9HAW4	Q9Y297
Q9HAW4	Q9UKB1
P53350	Q9HAW4
P05161	P49796
P05161	P18074
P05161	P34932
P05161	Q15208
O75688	P05161
P05161	P22083
P05161	P06733
P18074	Q9UII4
Q15208	Q9UII4
Q99697	Q9UII4
P18074	Q14258
Q14258	Q15208
Q14258	Q99697
P19474	Q13309
P19474	Q13616
P19474	P63208
P54132	Q8IYD8
Q8IYD8	Q9H9A7
P27694	Q8IYD8
O15287	Q8IYD8
Q00597	Q8IYD8
Q8IYD8	Q9NPI8
P15927	Q8IYD8
Q8IYD8	Q8NB91
O15360	Q0VG06
O15360	Q8NB91
O15360	Q9BTP7
P19474	Q9UKB1
P19474	P46527
Q13309	Q13485
P00441	Q99497
P0CG48	P55036
P55036	Q9UMX0
O60260	P42566
P39880	Q04727
Q04727	Q13948
P17676	P35398
O95999	P51617
O43156	P42345
O43156	Q9Y4R8
O43156	Q13315
O43156	Q13535
O43156	P78527
O43156	Q96Q15
O43156	Q9Y4A5
Q13315	Q9Y4R8
Q13535	Q9Y4R8
P78527	Q9Y4R8
Q96Q15	Q9Y4R8
Q9Y4A5	Q9Y4R8
P11142	Q969S8
P23760	Q969S8
Q13263	Q969S8
P23760	Q13263
P52701	Q13535
P52701	Q92547
P52701	Q9HAW4
O14757	P52701
P54278	Q92547
P54278	Q9HAW4
O00170	P00533
O14818	P00533
O75095	P00533
O94875	P00533
O94992	P00533
O95433	P00533
P00533	P04075
P00533	P06132
P00533	P09936
P00533	P14625
P00533	P16152
P00533	P16930
P00533	P17174
P00533	P20336
P00533	P21291
P00533	P23528
P00533	P26641
P00533	P31321
P00533	P31939
P00533	P31948
P00533	P34932
P00533	P40925
P00533	P41222
P00533	P43243
P00533	P49908
P00533	P54368
P00533	P55036
P00533	P60174
P00533	P60520
P00533	P62330
P00533	Q02246
P00533	Q02790
P00533	Q02952
P00533	Q05209
P00533	Q06830
P00533	Q09666
P00533	Q12852
P00533	Q13491
P00533	Q13561
P00533	Q14050
P00533	Q14204
P00533	Q14318
P00533	Q15005
P00533	Q15120
P00533	Q15819
P00533	Q16186
P00533	P52306
P00533	P11142
P00533	P53041
P00533	P0DMV8
P00533	P02751
P00533	P09493
P00533	Q6UWJ1
P00533	Q8N111
P00533	Q8N2Y8
P00533	Q14515
P00533	Q8TDB4
P00533	Q92733
P00533	Q96CW1
P00533	Q99608
P00533	Q99784
P00533	Q9NNZ3
P00533	Q9P0L0
P00533	Q9UNE7
P00533	Q9Y237
P00533	Q9Y2H9
P00533	Q9Y3A3
P04626	Q9UBN7
P21860	Q9UBN7
Q15303	Q9UBN7
P45983	Q96EB6
O15379	P31749
P54253	Q9UNE7
O14964	P0CG48
P40818	P42566
O95630	Q9HD42
O95630	Q7LBR1
P60900	Q13616
P60900	P62877
P25789	Q13616
P25789	P60900
P25787	Q13616
P25787	P60900
P55036	Q13616
O14818	Q13616
O15118	Q9UN37
P19338	Q00987
P05412	P41240
Q04912	Q9UNE7
P11142	Q04912
P07900	Q04912
P22681	Q04912
P00533	Q8IVM0
P35222	Q9Y297
P11274	Q99816
P11274	Q9UK41
O95999	O95999
O95999	P98170
P62877	Q16531
O00762	Q86Y01
P51668	P61960
P51668	Q9UKV5
P51668	Q969V5
P51668	Q86UW7
P51668	Q86Y01
P51668	Q14139
O00237	P51668
P51668	Q9P0P0
P51668	Q13233
P51668	Q86YT6
O43164	P51668
P51668	Q6PCD5
P51668	Q9Y3C5
P51668	Q6ZNA4
O43567	P51668
P51668	Q86XS8
P51668	Q9ULK6
P51668	Q6ZSG1
P51668	Q9H6Y7
P51668	Q96BH1
P51668	Q68DV7
P51668	P78317
P51668	Q9Y4L5
P51668	Q8ND25
P51668	Q8NHG8
P51668	Q8WWF5
P61960	P62837
P62837	Q9UKV5
P62837	Q969V5
P62837	Q86UW7
O95628	P62837
P62837	Q86Y01
P62837	Q14139
O00237	P62837
P62837	Q9P0P0
P62837	Q13233
P62837	Q86YT6
P62837	Q6PCD5
P62837	Q96G75
P62837	Q9Y3C5
P62837	Q6ZNA4
O43567	P62837
P62837	Q86XS8
P62837	Q9ULK6
P62837	Q6ZSG1
P62837	Q9H6Y7
P62837	Q9NXI6
P62837	Q96BH1
P62837	Q9BY78
P62837	Q68DV7
P62837	Q8IUQ4
P62837	P78317
P62837	Q9NS56
P62837	Q96PU4
O94822	P62837
P62837	Q9Y4L5
P62837	Q8ND25
P62837	Q8NHG8
P62837	Q8WWF5
P61077	P61960
P61077	Q9UKV5
P61077	Q969V5
P61077	Q86UW7
O95628	P61077
P61077	Q86Y01
P61077	Q14139
O00237	P61077
P61077	Q9P0P0
P61077	Q13233
P61077	Q86YT6
O43164	P61077
P61077	Q6PCD5
P61077	Q96G75
P61077	Q9Y3C5
P61077	Q6ZNA4
O43567	P61077
P61077	Q86XS8
P61077	Q9ULK6
P61077	Q6ZSG1
P61077	Q9H6Y7
P61077	Q96BH1
P61077	Q9BY78
P61077	Q68DV7
P61077	Q8IUQ4
P61077	P78317
P61077	Q9NS56
P61077	Q96PU4
P61077	Q9Y4L5
P61077	Q8ND25
P61077	Q8NHG8
P61077	Q8WWF5
P61960	Q9Y2X8
Q9UKV5	Q9Y2X8
Q969V5	Q9Y2X8
Q86UW7	Q9Y2X8
O95628	Q9Y2X8
Q86Y01	Q9Y2X8
Q14139	Q9Y2X8
O00237	Q9Y2X8
Q9P0P0	Q9Y2X8
Q13233	Q9Y2X8
Q86YT6	Q9Y2X8
Q9UJV3	Q9Y2X8
O43164	Q9Y2X8
Q6PCD5	Q9Y2X8
Q96G75	Q9Y2X8
Q9Y2X8	Q9Y3C5
Q6ZNA4	Q9Y2X8
O43567	Q9Y2X8
Q86XS8	Q9Y2X8
Q9ULK6	Q9Y2X8
Q6ZSG1	Q9Y2X8
Q9H6Y7	Q9Y2X8
Q96BH1	Q9Y2X8
Q68DV7	Q9Y2X8
Q8IUQ4	Q9Y2X8
P78317	Q9Y2X8
Q9NS56	Q9Y2X8
Q96PU4	Q9Y2X8
Q9Y2X8	Q9Y4L5
Q8ND25	Q9Y2X8
Q8NHG8	Q9Y2X8
Q8WWF5	Q9Y2X8
P51965	P61960
P51965	Q969V5
P51965	Q86UW7
P51965	Q86Y01
P51965	Q9P0P0
P51965	Q13233
P51965	Q96G75
P51965	Q6ZNA4
O43567	P51965
P51965	Q86XS8
P51965	Q9ULK6
P51965	Q8N8N0
P51965	Q6ZSG1
P51965	Q9H6Y7
P51965	Q96BH1
P51965	Q68DV7
P51965	Q9Y4L5
P51965	Q8ND25
P51965	Q8WWF5
P35227	Q96LR5
P61960	Q969T4
Q969T4	Q969V5
Q86UW7	Q969T4
O95628	Q969T4
Q969T4	Q9P0P0
Q969T4	Q96G75
Q6ZNA4	Q969T4
O43567	Q969T4
Q86XS8	Q969T4
Q969T4	Q9ULK6
Q6ZSG1	Q969T4
Q969T4	Q9H6Y7
Q969T4	Q96BH1
Q68DV7	Q969T4
Q969T4	Q9Y4L5
Q8WWF5	Q969T4
P60604	Q96P09
P60604	Q00987
O60291	P60604
P60604	Q8WZ73
P60604	Q6ZNA4
P60604	Q9NTX7
P60604	Q96PX1
P60604	Q8IYW5
P60604	Q9BY78
O75382	P60604
P60604	Q96BQ3
P60604	Q8WWF5
O00237	P62256
O76050	P62256
P62256	Q9NXI6
P62256	Q9BRZ2
Q13490	Q9Y385
P38398	Q9Y385
Q6UWE0	Q9Y385
O43164	Q9Y385
Q99496	Q9Y385
Q86TM6	Q9Y385
Q9NS56	Q9Y385
Q969Q1	Q9Y385
O14933	Q969V5
O14933	Q7Z419
O14933	Q13233
O14933	O43164
O14933	Q9H9V4
O14933	Q9ULK6
O14933	Q96BH1
O14933	P78317
O14933	Q9NS56
P61088	Q9UKV5
P61088	Q13489
P61088	Q86UW7
O95628	P61088
P61088	Q86Y01
O00237	P61088
P61088	Q6UWE0
P61088	Q86YT6
P61088	Q9UJV3
O76050	P61088
P61088	Q12986
O43164	P61088
P61088	Q9Y3C5
O43567	P61088
P61088	Q86XS8
P61088	Q8N8N0
P61088	Q6ZSG1
P61088	Q9H6Y7
P61088	Q8N6D2
P61088	Q68DV7
P61088	Q8TEC5
P61088	Q9NS56
P61088	Q8ND25
P61088	Q8NHG8
P61088	Q9ULT6
P61088	Q8WWF5
Q7Z7E8	Q9H1B7
Q7Z7E8	Q9BY78
P35227	Q8WVN8
Q9NPD8	Q9UKV5
P35227	Q9NPD8
P78317	Q9NPD8
Q5VVX9	Q9NYG5
Q5VVX9	Q99728
Q5VVX9	Q9NZS9
Q5VVX9	Q969V5
Q5VVX9	Q86UW7
Q5VVX9	Q99675
Q5VVX9	Q86Y01
Q5VVX9	Q7Z419
Q5M7Z0	Q5VVX9
Q5VVX9	Q9P0P0
Q00987	Q5VVX9
Q5VVX9	Q86YT6
Q5VVX9	Q96AX9
Q5VVX9	Q9UJV3
Q5VVX9	Q92794
Q5VVX9	Q9H4P4
Q5VVX9	Q9BSM1
P35227	Q5VVX9
Q5VVX9	Q8NG27
P29590	Q5VVX9
Q5VVX9	Q9Y3C5
O15541	Q5VVX9
Q5VVX9	Q8IZP6
Q5VVX9	Q9UBS8
Q5VVX9	Q9ULK6
Q5VVX9	Q96A37
Q5VVX9	Q9BXT8
Q5VVX9	Q96K19
Q5VVX9	Q99496
Q5VVX9	Q96BH1
Q5VVX9	Q9BY78
Q5VVX9	Q99942
Q5VVX9	Q86TM6
Q5VVX9	Q9BWF2
Q5VVX9	Q8WU17
Q5VVX9	Q9C040
O15164	Q5VVX9
Q13263	Q5VVX9
O75382	Q5VVX9
Q5VVX9	Q9BYJ4
Q5VVX9	Q9UPQ4
O94972	Q5VVX9
O00635	Q5VVX9
Q5VVX9	Q96LD4
Q5VVX9	Q9BYV2
Q5VVX9	Q969Q1
Q5VVX9	Q6PJ69
Q5VVX9	Q6AZZ1
P49754	Q5VVX9
Q5VVX9	Q9Y508
Q5VVX9	Q8NEG5
P61960	Q96B02
Q96B02	Q9UKV5
Q13490	Q96B02
Q969V5	Q96B02
Q86UW7	Q96B02
O95628	Q96B02
O00237	Q96B02
Q13233	Q96B02
Q86YT6	Q96B02
O43164	Q96B02
Q96B02	Q96G75
Q6ZNA4	Q96B02
Q96B02	Q9ULK6
Q8N8N0	Q96B02
Q6ZSG1	Q96B02
Q96B02	Q9H6Y7
Q96B02	Q9BY78
P78317	Q96B02
Q96B02	Q9NS56
Q96B02	Q96PU4
Q96B02	Q9Y4L5
Q8WWF5	Q96B02
Q7Z419	Q9H832
O00237	Q9H832
Q00987	Q9H832
Q9H4P4	Q9H832
Q86XS8	Q9H832
Q9H832	Q9ULK6
Q14527	Q9H832
Q86TM6	Q9H832
Q8WU17	Q9H832
P61586	Q9HCE7
P13569	P55072
P07900	P55072
P34932	P55072
P11142	P55072
P55072	Q9UNE7
P04637	P11766
P04637	Q5U5Z8
P04637	Q9Y294
P04637	Q8IZT6
P04637	Q9H0E9
P04637	Q12980
P04637	Q7Z392
P04637	Q5VWQ8
O75190	P04637
P04637	Q9BZG8
P04637	Q9UL18
P04637	Q9UKV8
P04637	Q9BZE4
P04637	Q9NZI8
A6NJU9	P04637
P04637	P42704
P04637	Q2M296
P04637	P24844
P04637	Q96J94
P04637	Q9H0F5
P04637	Q92925
P04637	Q96BD6
P04637	Q7Z4G4
P04637	Q6EMB2
P11766	Q9H3D4
Q5U5Z8	Q9H3D4
Q8IZT6	Q9H3D4
Q9H0E9	Q9H3D4
Q12980	Q9H3D4
Q7Z392	Q9H3D4
Q9H211	Q9H3D4
Q5VWQ8	Q9H3D4
Q9BUQ8	Q9H3D4
O75190	Q9H3D4
Q9BZG8	Q9H3D4
Q9H3D4	Q9UL18
Q9H3D4	Q9UKV8
O95995	Q9H3D4
Q9H3D4	Q9NZI8
A6NJU9	Q9H3D4
Q9H3D4	Q9HDC5
Q2M296	Q9H3D4
P24844	Q9H3D4
Q86UW6	Q9H3D4
Q96J94	Q9H3D4
Q9H0F5	Q9H3D4
Q92925	Q9H3D4
Q7Z4G4	Q9H3D4
O15350	P11766
O15350	Q5U5Z8
O15350	P23526
O15350	Q92667
O15350	Q9Y294
O15350	Q8IZT6
O15350	Q9H0E9
O15350	Q12980
O15350	Q9Y3I0
O15350	Q7Z392
O15350	Q8IYR0
O15350	Q9H211
O15350	Q5VWQ8
O15350	Q9BUQ8
O15350	O75190
O15350	Q9BZG8
O15350	Q9UL18
O15350	Q9UKV8
O15350	O95995
O15350	Q9NZI8
A6NJU9	O15350
O15350	Q9HDC5
O15350	P42704
O15350	Q2M296
O15350	P24844
O15350	Q86UW6
O15350	P26367
O15350	Q96J94
O15350	Q9H0F5
O15350	Q6UVJ0
O15350	Q92925
O15350	Q96BD6
O15350	Q8WVM7
O15350	P06753
O15350	Q7Z4G4
O15350	Q6EMB2
P22681	P61081
P35568	Q13191
Q96CA5	Q9NR28
P36896	P62942
O15105	P62942
P36896	Q9HCE7
P61956	Q9UBE0
P61956	Q9UBT2
P61956	P63279
P55854	Q9UBT2
Q15843	Q8TBC4
Q13564	Q15843
P61081	Q15843
O15182	Q9Y6K9
P21579	Q9Y6K9
Q96FN4	Q9Y6K9
P37235	Q9Y6K9
Q02045	Q9Y6K9
P05937	Q9Y6K9
Q9BSA4	Q9Y6K9
P13693	Q9Y6K9
P07305	Q9Y6K9
P33993	Q9Y6K9
Q9UIV1	Q9Y6K9
Q9NPF8	Q9Y6K9
Q9P0N9	Q9Y6K9
P63211	Q9Y6K9
Q9UHD8	Q9Y6K9
P05771	Q9Y6K9
P06239	Q9Y6K9
P24941	Q9Y6K9
P36888	Q9Y6K9
P09769	Q9Y6K9
O00506	Q9Y6K9
Q9P1W9	Q9Y6K9
P54764	Q9Y6K9
Q02763	Q9Y6K9
O60674	Q9Y6K9
P42680	Q9Y6K9
P35916	Q9Y6K9
Q9UBS0	Q9Y6K9
P32298	Q9Y6K9
O94806	Q9Y6K9
Q9Y2U5	Q9Y6K9
P31749	Q9Y6K9
O00141	Q9Y6K9
Q08881	Q9Y6K9
Q06418	Q9Y6K9
Q12866	Q9Y6K9
Q9UM73	Q9Y6K9
P52333	Q9Y6K9
P07949	Q9Y6K9
Q01974	Q9Y6K9
Q96SB4	Q9Y6K9
P35558	Q9Y6K9
P08922	Q9Y6K9
P53355	Q9Y6K9
Q9NWM3	Q9Y6K9
Q9UBF6	Q9Y6K9
Q9BYM8	Q9Y6K9
P25788	Q9Y6K9
P61964	Q9Y6K9
Q8WZA0	Q9Y6K9
Q66PJ3	Q9Y6K9
Q13371	Q9Y6K9
Q99471	Q9Y6K9
O60711	Q9Y6K9
Q9BV86	Q9Y6K9
O95257	Q9Y6K9
Q9Y383	Q9Y6K9
Q8TAE8	Q9Y6K9
Q9BWX1	Q9Y6K9
Q96NL6	Q9Y6K9
Q96NT1	Q9Y6K9
Q8WV44	Q9Y6K9
P07741	Q9Y6K9
P05787	Q9Y6K9
Q0VDD7	Q9Y6K9
Q96P71	Q9Y6K9
Q7L590	Q9Y6K9
Q9H6T3	Q9Y6K9
P42696	Q9Y6K9
Q9NX24	Q9Y6K9
P47813	Q9Y6K9
Q9UMR2	Q9Y6K9
Q9Y5S9	Q9Y6K9
P25398	Q9Y6K9
P62945	Q9Y6K9
O14893	Q9Y6K9
P55198	Q9Y6K9
Q8N8B7	Q9Y6K9
Q8TDR4	Q9Y6K9
Q9NUJ3	Q9Y6K9
Q9NZU5	Q9Y6K9
Q96F24	Q9Y6K9
Q6P582	Q9Y6K9
Q969D9	Q9Y6K9
O75937	Q9Y6K9
Q9BZ67	Q9Y6K9
Q9NSK7	Q9Y6K9
Q8WWU5	Q9Y6K9
P02008	Q9Y6K9
Q96EY4	Q9Y6K9
Q15836	Q9Y6K9
Q9H7L2	Q9Y6K9
Q9NWB6	Q9Y6K9
O15488	Q9Y6K9
Q86V59	Q9Y6K9
P05162	Q9Y6K9
A1E959	Q9Y6K9
Q6DCA0	Q9Y6K9
Q9NW61	Q9Y6K9
Q5T686	Q9Y6K9
Q9HC62	Q9Y6K9
Q9BR61	Q9Y6K9
A0MZ66	Q9Y6K9
Q7Z6K4	Q9Y6K9
P56211	Q9Y6K9
Q13950	Q9UQL6
Q13950	Q92831
P12004	Q9UBT6
Q9NS91	Q9UBT6
P51668	P98170
P62837	P98170
P61077	P98170
P98170	Q9Y2X8
P61088	P98170
P51668	Q96EQ8
P62837	Q96EQ8
Q96EQ8	Q9Y2X8
P68036	Q96EQ8
O14933	Q96EQ8
P61086	Q96EQ8
Q8WVD3	Q9Y2X8
P61086	Q8WVD3
P61086	Q9NZS9
P62837	Q9BV68
Q99816	Q9BV68
P78317	Q8IX04
O14933	Q6Q0C0
O94941	P51668
O94941	P62837
O94941	P61077
O94941	Q9Y2X8
O94941	P62256
O94941	Q13404
O94941	P61086
O94941	Q96B02
P51668	Q99942
P62837	Q99942
P61077	Q99942
Q99942	Q9Y2X8
P51965	Q99942
Q969T4	Q99942
P61086	Q99942
Q96LR5	Q99942
Q99816	Q9BWF2
P62837	Q06587
Q99816	Q9H4P4
P51668	Q8N9I9
P62837	Q8N9I9
P61077	Q8N9I9
Q8N9I9	Q9Y2X8
O14933	Q8N9I9
P61086	Q8N9I9
P51668	Q9UBS8
P62837	Q9UBS8
P61077	Q9UBS8
Q9UBS8	Q9Y2X8
Q13404	Q9UBS8
Q96B02	Q9UBS8
Q8ND25	Q969T4
Q13404	Q8ND25
Q8ND25	Q96B02
Q8ND25	Q96LR5
P61086	Q9H992
P51668	Q9Y508
P62837	Q9Y508
P61077	Q9Y508
Q9Y2X8	Q9Y508
Q969T4	Q9Y508
Q96LR5	Q9Y508
Q8IX04	Q9Y508
Q8IWF7	Q9Y508
Q969T4	Q9Y3C5
Q96LR5	Q9Y3C5
P51668	Q9BZR9
P62837	Q9BZR9
P61077	Q9BZR9
Q9BZR9	Q9Y2X8
Q13404	Q9BZR9
Q96B02	Q9BZR9
P61088	Q8IUQ4
P61086	Q8IUQ4
O14933	O95376
O95376	Q96LR5
O95376	Q9NPD8
Q8TDB6	Q9Y2X8
P51965	Q8TDB6
Q8TDB6	Q969T4
Q8TDB6	Q96B02
Q8TDB6	Q96LR5
P51668	Q86Y13
P62837	Q86Y13
P61077	Q86Y13
Q86Y13	Q9Y2X8
Q86Y13	Q969T4
P62256	Q86Y13
P61088	Q86Y13
Q86Y13	Q96B02
Q86Y13	Q96LR5
Q86Y13	Q9H8T0
Q86Y13	Q99816
P68036	Q7Z419
Q8N448	Q9H832
O60291	Q99816
O15344	P51668
O15344	P62837
O15344	P61077
O15344	Q9Y2X8
O15344	P61088
O15344	Q13404
O15344	Q96B02
P51668	Q13064
P62837	Q13064
P61077	Q13064
P61088	Q13064
Q13064	Q99816
P61088	Q9HBD1
P36406	Q96LR5
P36406	Q5VVX9
P36406	Q99816
P62837	Q9HCM9
P51965	Q9HCM9
Q969T4	Q9HCM9
Q96LR5	Q9HCM9
P62256	Q969K3
P14373	P51668
P14373	P62837
P14373	P61077
P14373	P62256
P14373	P61086
P14373	Q9NPD8
P51668	Q8N5U6
P62837	Q8N5U6
P61077	Q8N5U6
Q8N5U6	Q9Y2X8
P51965	Q8N5U6
Q8N5U6	Q969T4
P63279	Q8N5U6
Q8N5U6	Q9C0C9
P63279	Q6ZNA4
P68036	Q8IZP6
Q712K3	Q8IZP6
P50876	P68036
O14933	P50876
P51668	Q96A37
P62837	Q96A37
P61077	Q96A37
Q96A37	Q9Y2X8
P51965	Q96A37
Q96A37	Q96B02
P51668	Q96GF1
P62837	Q96GF1
P61077	Q96GF1
Q96GF1	Q9Y2X8
Q969T4	Q96GF1
P61086	Q96GF1
Q96GF1	Q96LR5
P61077	Q99496
Q99496	Q9Y2X8
P51965	Q99496
Q969T4	Q99496
Q96LR5	Q99496
Q96BH1	Q96LR5
Q7Z7E8	Q9UBF6
O76064	P61088
O76064	Q96B02
Q5VVX9	Q86UV6
Q86UV6	Q99816
Q96B02	Q9Y577
P61086	Q9UPQ4
Q96B02	Q9UPQ4
Q99816	Q9UPQ4
P51668	Q96BQ3
P62837	Q96BQ3
P61077	Q96BQ3
Q96BQ3	Q9Y2X8
P62253	Q9BYM8
P68036	Q9BYM8
O14933	Q9BYM8
P61088	Q9BYM8
Q5VVX9	Q9BYM8
Q5VVX9	Q9H270
Q99816	Q9H270
P98170	Q13404
P98170	Q15819
P98170	Q8N2K1
P98170	Q96B02
P98170	Q96LR5
P61086	Q96CA5
P51668	Q9Y4K3
P62837	Q9Y4K3
P61077	Q9Y4K3
Q9Y2X8	Q9Y4K3
Q8IX04	Q9Y4K3
P63279	Q9NS91
Q99816	Q9NS91
P51668	Q96P09
P62837	Q96P09
P61077	Q96P09
Q96P09	Q9Y2X8
P51965	Q96P09
P61088	Q96P09
Q13404	Q96P09
P61086	Q96P09
Q96B02	Q96P09
P61088	Q96EQ8
Q96B02	Q96EQ8
Q96EQ8	Q96LR5
Q5VVX9	Q96EQ8
P62837	Q8WVD3
Q8WVD3	Q96B02
P51668	Q9NZS9
P62837	Q9NZS9
P61077	Q9NZS9
Q9NZS9	Q9Y2X8
Q96B02	Q9NZS9
Q96PM5	Q9Y2X8
P51965	P78317
P78317	Q969T4
P62256	P78317
P63279	P78317
P61086	P78317
P78317	Q96LR5
O14933	Q17RB8
P61086	Q9BYJ4
P61086	Q9H6Y7
P61086	Q96PU4
P51668	Q6Q0C0
P62837	Q6Q0C0
Q6Q0C0	Q9Y2X8
P68036	Q6Q0C0
P61086	Q6Q0C0
P61086	Q9H000
O94941	P51965
O94941	Q96LR5
Q13404	Q99942
Q96B02	Q99942
Q99942	Q9H832
P62256	Q9BWF2
P61086	Q9BWF2
Q9BWF2	Q9H832
P51668	Q06587
P61077	Q06587
Q06587	Q9Y2X8
P51965	Q06587
Q06587	Q969T4
P61086	Q06587
Q06587	Q96LR5
P62256	Q9NQ86
P61086	Q9H4P4
P62837	Q86UD3
P61077	Q86UD3
Q86UD3	Q9Y2X8
P51965	Q86UD3
P61086	Q86UD3
Q86UD3	Q96B02
Q86UD3	Q96LR5
P62837	Q96DX4
P61077	Q96DX4
P51965	Q8N9I9
Q8N9I9	Q969T4
P62256	Q8N9I9
P68036	Q8N9I9
Q13404	Q8N9I9
Q8N9I9	Q96B02
Q8N9I9	Q96LR5
Q8IX04	Q8N9I9
Q8IWF7	Q8N9I9
P51668	Q9NVW2
P62837	Q9NVW2
P61077	Q9NVW2
Q9NVW2	Q9Y2X8
P51965	Q9NVW2
Q96LR5	Q9NVW2
Q15819	Q8ND25
P61088	Q9H992
P49459	Q6ZT12
P63146	Q6ZT12
P61086	Q9H0A6
P51965	Q9Y508
P62256	Q9Y508
P61086	Q9Y508
Q96B02	Q9Y508
P62256	Q7Z569
P51668	Q6UWE0
P62837	Q6UWE0
P61077	Q6UWE0
Q6UWE0	Q9Y2X8
P51965	Q6UWE0
P62256	Q6UWE0
P61086	Q6UWE0
Q6UWE0	Q96B02
Q6UWE0	Q8IX04
P51965	Q9Y3C5
O14933	Q9BZR9
Q15819	Q8IUQ4
P51668	Q96EP1
P62837	Q96EP1
P61077	Q96EP1
Q96EP1	Q9Y2X8
P51965	Q96EP1
Q969T4	Q96EP1
P61088	Q96EP1
Q96B02	Q96EP1
Q96EP1	Q96LR5
O95376	P51668
O95376	P62837
O95376	P61077
O95376	Q9Y2X8
O95376	P51965
O95376	Q969T4
O95376	Q13404
O95376	Q712K3
P62256	Q9ULV8
P63279	Q9ULV8
P68036	Q9ULV8
O14933	Q9ULV8
P61086	Q9ULV8
Q712K3	Q9ULV8
P62256	Q8TDB6
P63279	Q8TDB6
P61086	Q8TDB6
Q712K3	Q8TDB6
P51965	Q86Y13
P63279	Q86Y13
Q13404	Q86Y13
Q15819	Q86Y13
P61086	Q86Y13
Q712K3	Q86Y13
Q86Y13	Q9H832
Q5VVX9	Q86Y13
P63279	Q7Z419
Q7Z419	Q9NPD8
P63279	Q8N448
Q8N448	Q9NPD8
P63279	Q9NX47
P61088	Q9NX47
Q96B02	Q9NX47
Q9H8T0	Q9NX47
Q9NPD8	Q9NX47
O60291	P51668
O60291	P62837
O60291	P61077
O60291	Q9Y2X8
O60291	P51965
O60291	P63279
O60291	Q8N2K1
O60291	Q96B02
O60291	Q9NPD8
O15344	P51965
O15344	Q969T4
O15344	P68036
O15344	P61086
O15344	Q96LR5
Q13064	Q9Y2X8
P51965	Q13064
Q13064	Q969T4
P62256	Q13064
P63279	Q13064
P68036	Q13064
Q13064	Q13404
Q13064	Q15819
P61086	Q13064
Q13064	Q96B02
Q13064	Q96LR5
Q13064	Q5VVX9
P63279	Q9HBD1
P63279	Q6ZMU5
P63279	Q8TEB7
Q8TEB7	Q9NPD8
P36406	P62256
P36406	P63279
P36406	Q9H8T0
P68036	Q9HCM9
Q13404	Q9HCM9
P61086	Q9HCM9
Q96B02	Q9HCM9
P51668	Q9BYV6
P62837	Q9BYV6
P61077	Q9BYV6
Q969K3	Q969M7
P63279	Q8WV44
Q8WV44	Q9H8T0
P35226	P63279
Q5VVX9	Q9BYE7
O60683	P63279
Q13702	Q9H832
P14373	P49459
P14373	Q9Y2X8
P14373	P63279
O14933	P14373
P14373	Q9Y385
P14373	Q96B02
P14373	Q9H832
P14373	Q9C0C9
P14373	Q5VVX9
P51965	Q6PCD5
Q6PCD5	Q969T4
P61088	Q6PCD5
Q6PCD5	Q96B02
P62256	Q8N5U6
Q13404	Q8N5U6
Q8N2K1	Q8N5U6
Q8N5U6	Q96B02
Q8N5U6	Q96LR5
Q5VVX9	Q8N5U6
P61081	Q6ZNA4
Q13404	Q6ZNA4
P61086	Q6ZNA4
Q6ZNA4	Q96LR5
Q6ZNA4	Q8WVN8
Q6ZNA4	Q99816
P62256	Q8IZP6
P62256	Q8WVZ7
P63279	Q8WVZ7
P62256	Q8WU17
P50876	P62256
P50876	Q13404
P50876	Q15819
P50876	P61086
P62256	Q9NTX7
Q969T4	Q96A37
P62256	Q96A37
Q96A37	Q96LR5
Q96A37	Q9H832
P51965	Q96GF1
P62256	Q96GF1
P63279	Q96GF1
Q13404	Q96GF1
Q96B02	Q96GF1
P62256	Q8NA82
P62256	Q99496
Q13404	Q99496
Q15819	Q99496
Q96B02	Q99496
P51668	Q9H0F5
P62837	Q9H0F5
P61077	Q9H0F5
Q9H0F5	Q9Y2X8
P62256	Q9H0F5
P62256	Q9Y252
P51668	Q9UBF6
P62837	Q9UBF6
Q9UBF6	Q9Y2X8
