Q12834	Q9BY44
P50222	P62191
P43115	P50222
P10826	P50222
P50222	P61313
P50222	Q01105
P50222	Q969G3
P10451	P50222
P50222	Q15560
P01137	P50222
P50222	Q12888
P50222	Q9Y4K3
O43543	P50222
P50222	Q15973
P50222	Q13064
P41227	P50222
P11441	P50222
O95980	P50222
O43639	P50222
O14929	P50222
O75716	P50222
P50222	Q9H2X0
O14662	P50222
O75558	P50222
O60869	P50222
P50222	Q14155
O95741	P50222
O43736	P50222
P50222	Q9H1Y0
P50222	Q9Y5V3
P50222	Q7L775
O75132	P50222
O00487	P50222
P50222	Q99909
O43609	P50222
O43597	P50222
O00241	P50222
P50222	Q5TFQ8
P50222	Q92993
P50222	Q92688
O43504	P50222
P50222	Q99943
O00425	P50222
O43865	P50222
O95639	P50222
P50222	Q9Y2B9
P50222	Q9UNF0
O60336	P50222
P31944	P50222
P50222	Q96PM5
P50222	Q9UKJ5
A0A024R6G0	P50222
P50222	Q9Y534
P50222	Q9UJX0
O95967	P50222
P50222	Q9P0U4
P50222	Q5SSJ5
P50222	Q9P2T1
P50222	Q9UHH9
P50222	Q9BSW7
P50222	Q8WYQ5
P50222	Q9UGL9
P50222	Q9NX04
P50222	Q9NV29
P50222	Q9NUL5
P50222	Q6P1K1
P50222	Q9NWQ4
P50222	Q9NZ43
P50222	Q2M2Z5
P50222	Q9H3U1
P50222	Q8WYA6
P50222	Q6FI81
P50222	Q8IW36
P50222	Q9H4E5
P50222	Q9Y333
P50222	P98173
P50222	Q9Y4H4
P50222	Q9HBI0
P50222	Q9H257
P50222	Q5VX52
P50222	Q8NEA9
P50222	Q9H871
P50222	Q9BWG6
P50222	Q86UD4
P50222	Q8NF50
P50222	P58397
P50222	Q96NG3
P50222	Q9BYQ4
P50222	P61601
P50222	Q9H0R4
P50222	Q8N9N8
P50222	Q96JS3
P50222	Q96SQ5
P50222	Q2TAK8
P50222	Q9BYR0
P50222	Q9BYR5
P50222	Q8TES7
P50222	Q9NSK0
P50222	Q8WV44
P50222	Q86VF2
P50222	Q96HT8
P50222	Q96Q77
P50222	Q96DH6
P50222	Q96MH2
P50222	Q719I0
P50222	Q7Z3I7
P50222	Q96FJ2
P50222	Q6KB66
P50222	Q8TAU3
P50222	Q96NC0
P50222	Q5VTQ0
P50222	Q8TF39
P50222	Q8TBZ8
P50222	Q8N7F7
P50222	Q495W5
P50222	Q8WWZ8
P50222	Q5TA78
P40222	P50222
P50222	Q8N7M0
P50222	Q7Z2X7
P50222	Q5QJ74
P50222	Q8NE31
P50222	Q8IZF0
P50222	Q8NEX5
P50222	Q6PIV2
P50222	Q7Z4N8
P50222	Q8N5M4
P50222	Q6PF18
A6NJB7	P50222
P50222	Q8IYX8
P50222	Q8IWZ5
A1L3X4	P50222
P50222	Q2WGJ6
P50222	Q494X3
P50222	Q5T7P3
P50222	Q5TA79
P50222	P59990
P50222	Q86XR7
P50222	P60411
P50222	P60331
P50222	P60412
P50222	P60370
P50222	P60410
P50222	P60369
P50222	P60329
P50222	Q8IW40
P50222	Q5TZK3
P50222	Q6L8G9
P50222	Q08AF8
P50222	Q5TBC7
P50222	Q9BYQ6
A8CG34	P50222
P50222	Q0D2H9
P55081	Q8N1B4
O75478	P55081
O43829	P55081
P38432	P55081
P55081	Q9Y6D9
O75558	P55081
P51116	P55081
O14777	P55081
P55081	Q9UJV3
P55081	Q5JR59
O95751	P55081
P55081	Q9Y2J4
P55081	Q53EZ4
P55081	Q96GN5
P55081	Q9NTW7
P55081	Q9BYV2
P55081	Q8TD17
P55081	Q9H257
P55081	Q6NT76
P55081	Q9H079
P55081	Q5VSY0
P55081	Q8NHQ1
P55081	Q9Y2D8
P55081	Q6A162
P55081	Q8TD10
P55081	Q8IZU0
P55081	Q8N7W2
P55081	Q2TAC2
P55081	Q8IYX8
P55081	Q8IWZ5
P55081	Q96BR9
O60760	P08582
P08582	P0DPK4
P08582	Q7Z3S9
P50552	Q13296
P25788	Q96PC5
Q96PC5	Q9UJF2
Q86XR8	Q96PC5
Q96PC5	Q9Y6C2
O75177	Q96PC5
Q8TD31	Q96PC5
Q6PF05	Q96PC5
Q96M61	Q96PC5
O15344	Q16512
O15344	Q9NR20
O15344	Q96IK5
O15344	Q96DC9
O15344	Q9HAC8
O15344	Q8N8B7
P14174	P14174
P14174	Q96HA8
P11686	Q07325
P54829	Q07325
Q07325	Q8N6L0
Q07325	Q8N205
P15173	P40692
P25786	P40692
P40692	Q6NSI4
P40692	Q8NA61
P15884	P55198
P55198	Q99081
O15209	P55198
O43597	P55198
P55198	Q16206
P55198	Q9UMX0
P55198	Q9BZ95
P55198	Q9C0F1
P55198	P60410
P98177	Q04864
P50281	Q8N6L0
P60409	Q13875
P60411	Q13875
P60331	Q13875
P60370	Q13875
P60369	Q13875
P00540	P14373
P00540	Q13077
P00540	Q9NSC5
P00540	P53992
P00540	Q13137
P00540	Q9UJV3
O95273	P00540
P00540	Q96GS4
P00540	Q96JN2
P00540	Q96QG7
P00540	Q68D86
P00540	Q8N5R6
P00540	Q8N6Y0
P00540	Q8WXE1
P00540	Q9BRK4
P00540	Q9Y2D8
P00540	Q6A162
P00540	Q8WWB3
P00540	Q8NA61
P29372	Q9BPX1
Q00013	Q9ULA0
Q00013	Q53G59
O14910	Q14168
Q12933	Q13368
O14910	Q13368
Q13368	Q9NY99
P60369	Q13368
O43765	P08118
P21757	Q16617
P21757	Q13021
O95214	P21757
P21757	Q96IW7
P04733	P46087
Q13126	Q9H3R5
Q96IK5	Q9UBK8
O94972	P32969
O94972	Q92993
O94972	Q9Y247
O94972	Q9Y272
O94972	P57075
O94972	Q9HAQ2
O94972	Q9BWG6
O94972	Q86UD4
O94972	Q3B820
O94972	Q9Y2D8
O94972	Q2TBE0
O94972	Q96NC0
O94972	Q86Y33
Q6RW13	Q9UIF7
P20591	P20591
P20591	Q8IUQ4
P20591	Q9H9S4
O75928	P20592
P20592	Q96KQ7
P20592	Q8WXE1
P50539	Q13137
P50539	Q6A162
P50539	P60409
P50539	P60411
P50539	P60370
P50539	P60410
P50539	P60369
P0DPK4	P50539
P50539	Q7Z3S9
P12883	Q9BQD3
P58397	P60660
Q15746	Q9HD26
P15884	Q9ULV0
Q9ULV0	Q9Y2J4
Q9BYV2	Q9ULV0
O60573	P15173
O14530	P15173
P15173	Q96AJ1
O75409	P15173
P15173	Q8IWP9
P15173	Q96NG3
P15173	Q70UQ0
P15173	Q8N7B6
Q15742	Q15742
Q14511	Q15742
O43189	Q15742
Q13526	Q15742
P40937	Q15742
Q15742	Q96AA8
Q15742	Q9UBU8
Q15742	Q93062
Q15742	Q9Y5B8
Q15742	Q8TD31
Q15742	Q6DKK2
Q15742	Q8IZ13
Q15742	Q9BWG6
Q15742	Q96BZ8
Q15742	Q96CN9
Q15742	Q8N5R6
Q15742	Q9BT92
Q15742	Q8IUE0
Q15742	Q96E35
Q15742	Q6A162
Q15742	Q2TBE0
Q15742	Q8N8B7
P60410	Q15742
P60369	Q15742
P0DPK4	Q15742
Q15742	Q7Z3S9
G2XKQ0	Q15742
Q15742	Q8TCD6
P52272	Q99996
P52272	Q8NEA9
P52272	Q8WW24
Q99457	Q9UJ04
P49321	Q6NXT2
P41271	P62166
P41271	Q8NF64
P19878	Q92845
O96000	Q8IZU0
P12757	Q9Y295
P38432	Q9Y295
O75716	Q9Y295
Q9Y295	Q9Y2D8
Q15019	Q9H8W4
P62906	Q9UGC6
P25963	Q14511
Q04864	Q14511
P14373	Q14511
Q14511	Q93062
Q14511	Q8N9N5
P86496	Q14511
Q14511	Q8HWS3
O75604	P07196
P07196	Q5VU43
P07196	Q96T49
P07196	Q9Y5B8
P07196	Q8IYF3
P07196	Q9H0I2
P07196	Q8N3L3
P07196	Q6NYC8
P0DPK4	Q9Y3R4
Q7Z3S9	Q9Y3R4
P15884	Q92886
Q16621	Q9Y297
P13805	Q16236
Q16236	Q9BTA9
Q12933	Q16649
Q16649	Q9Y2J4
Q14938	Q14938
Q14938	Q2TAL8
Q14938	Q8N883
Q15653	Q8N1B4
P23511	Q7Z3K3
P23511	Q9Y383
P25208	Q9NR33
P25208	Q6RW13
P11309	Q02575
Q02575	Q6IPU0
Q6A162	Q92982
Q9NZG7	Q9NZG7
Q9BXK5	Q9NZG7
Q9BXN2	Q9NZG7
Q16617	Q6RW13
O14787	P15531
P15531	Q7Z2X4
P15531	Q8N9Q2
Q13232	Q9UMX0
P16083	Q96NW7
P46087	Q8N1B4
O60684	P46087
P46087	Q96GN5
P46087	Q8NHQ1
P54646	Q15233
P61968	Q15233
Q15233	Q9H3H3
P00491	P00491
P06748	Q86SE8
P01160	Q9UMX0
P16860	P25788
P16860	Q6A162
P16860	P60411
P16860	P60369
P0DPK4	P16860
P16860	Q7Z3S9
Q02446	Q16656
Q12933	Q16656
Q16656	Q7Z3K3
P34130	Q6UY14
Q01974	Q01974
Q01974	Q5VZL5
Q01974	Q93062
Q01974	Q6P1W5
P86496	Q01974
Q02818	Q04864
Q14980	Q96IK5
P00973	P14373
O00471	P00973
Q16625	Q9BXN2
Q16625	Q8N205
P11926	Q92993
P11926	Q9H8Y8
P11926	Q9UMX2
Q14990	Q5JR59
P59991	Q14990
Q14982	Q6A162
P60369	Q14982
O43929	P15884
O43929	Q7LG56
O43913	Q9GZT8
P32242	Q92922
O76081	P32242
P32242	Q9H2X0
O43609	P32242
O43597	P32242
P32242	Q9UGC6
P32242	Q96T55
P32242	Q9BYR7
P32242	Q9BYQ4
P32242	Q9BYQ2
P32242	Q9BYR0
P32242	Q9BYR5
P32242	Q9BYR6
P32242	Q3V5L5
P32242	Q5TA78
P32242	Q5T7P3
P32242	Q5TA79
P32242	Q5TA82
P32242	P59991
P32242	P60411
P32242	P60331
P32242	P60412
P32242	P60370
P32242	P60410
P32242	P60369
P32242	P60329
P32242	Q6PEX3
P32242	Q6L8G9
P32242	Q9BYQ6
Q99571	Q9NQM4
P0DPK4	Q99571
Q7Z3S9	Q99571
P60410	Q99572
O15162	Q15077
P60409	Q15077
P60369	Q15077
P07237	P07237
P09466	Q96HH9
O43765	P05121
P05121	Q9UMX0
P05121	Q96EQ0
Q13177	Q9H4E5
O43316	Q96IK5
P62195	Q13371
P40425	Q9H257
P06753	P40426
P40426	Q13077
P40426	Q15041
P40426	Q9UBF1
P40426	Q96DX7
P40426	Q969L2
A1L4K1	P40426
P61457	Q07654
P09012	Q15365
P09012	Q15366
P22061	Q13155
P22061	P49247
A2RU14	P12004
O75716	Q92824
O76003	Q92824
Q7Z417	Q92824
Q92824	Q9BQ66
Q5T5A8	Q92824
P60409	Q92824
P60410	Q92824
P60369	Q92824
P0DPK4	Q92824
Q7Z3S9	Q92824
O43829	Q00536
Q00536	Q92624
Q00536	Q8WXE1
P14373	Q07002
Q07002	Q8ND90
Q07002	Q5JR59
O95273	Q07002
Q07002	Q9BYV2
Q07002	Q68D86
Q07002	Q9BZW7
Q07002	Q9BRK4
Q07002	Q6A162
Q07002	Q8TD10
P30626	Q08493
Q08499	Q13077
P38432	Q08499
Q08499	Q08AF8
O43924	Q0P5N6
O14503	P18545
P18545	Q96JM7
Q13956	Q14019
O76083	P49888
O76083	Q14657
O76083	O95817
O76083	Q9H8Y8
O76083	Q9H1D0
O76083	Q9BYQ4
O76083	Q9BRU9
O76083	Q9BRA0
O76083	Q9BYR5
O76083	P60410
O76083	P60369
O76083	P0DPK4
O76083	Q7Z3S9
O76083	Q8NAJ2
P16234	Q8N6L0
P09619	Q15654
P09619	Q53G59
P36955	Q7L775
P61289	Q99471
Q13137	Q99471
O76003	Q99471
Q99471	Q9UKT9
P16118	P16118
P17858	P17858
P17858	Q969Y2
P17858	P60409
P08237	P08237
P08237	Q8IUQ4
O43189	Q12800
O43189	Q9NR12
O43189	Q13137
O43189	Q9BPX1
O43189	Q08AM6
O43189	Q96CA5
O43189	Q9ULK2
O14832	Q8IZU0
P07093	Q8IZU0
O00463	P50453
P11309	P51116
P11309	Q9Y2K1
P0C1Z6	P11309
P11309	Q8N9N5
P11309	Q96MH2
P11309	Q8N7W2
O00459	O76015
O00459	Q9UKT9
O00459	P35900
O00459	Q6NUQ1
O00459	Q96HT8
O00459	Q8WWB3
P15884	Q13526
Q13077	Q13526
Q13526	Q15654
O43829	Q13526
O76015	Q13526
Q13526	Q8ND90
O15209	Q13526
Q13526	Q96AA8
Q13526	Q9NYB9
Q13526	Q969H4
Q13422	Q13526
Q13526	Q9UKT9
O94989	Q13526
Q13526	Q5JR59
P37198	Q13526
Q13526	Q9BWW4
O15156	Q13526
Q13526	Q6UY14
Q13526	Q53EZ4
Q13526	Q9NWS9
Q13526	Q8IX15
Q13526	Q8TAP6
Q13526	Q8N5R6
Q13526	Q9BT49
Q13526	Q9BYR5
Q13526	Q6AI12
O15409	Q13526
Q13526	Q96MH2
Q13526	Q6A162
Q13526	Q4VCS5
Q13526	Q8NA61
Q13526	Q96C00
Q13526	Q8N5C8
P60409	Q13526
P60411	Q13526
P60331	Q13526
P60369	Q13526
Q13526	Q52MB2
Q8ND90	Q9Y237
Q9P209	Q9Y237
Q969F0	Q9Y237
Q8IZU0	Q9Y237
Q96C00	Q9Y237
O15162	Q13563
Q13563	Q6A162
P60410	Q13563
P60369	Q13563
P14618	P56282
P14618	Q9NPJ8
P14618	Q8TBB1
A5D8V6	P55347
Q13835	Q63HR2
Q5JR59	Q99959
Q99959	Q9GZM8
Q04864	Q15147
P60201	Q16849
Q04941	Q9BSE2
Q04941	Q8N6L0
O15162	P49796
O15162	Q92922
O15162	O75716
O15162	Q9H2X0
O15162	O43559
O15162	Q9H4E7
O15162	Q9NZ81
A5D8V6	O15162
O15162	Q9NQL9
O15162	Q9BWG6
O15162	Q8WTR4
O15162	Q9BYQ4
O15162	P58512
O15162	Q96SQ5
O15162	Q9BYR5
O15162	Q17RB8
O15162	Q8NEC5
O15162	Q6RVD6
O15162	Q3V5L5
O15162	Q8TAU3
O15162	Q5TA78
O15162	Q8N143
O15162	Q8IWZ5
O15162	Q5TA82
O15162	Q5T5A8
O15162	P60411
O15162	P60412
O15162	P60369
O15162	Q6L8G9
O15162	Q9BYQ6
O15162	Q6DKI2
O15305	Q96HD9
O95273	P02689
Q01453	Q9BZL3
P06746	P29144
P56282	Q04864
P14373	P56282
P56282	Q96SF7
P56282	Q15691
P62875	Q04864
P62875	Q13625
O43829	P62875
P38432	P62875
P62875	Q96R06
P62875	Q9BWH6
P62875	Q8N9N5
P62875	Q9NVV9
P62875	Q96JM7
P14859	Q02446
P14859	Q7Z3K3
P60409	Q03181
P60369	Q03181
O14829	O14829
P15884	P62937
P62937	Q8TBB1
P23284	P40855
O43765	P23284
P23284	Q9UMX0
P23284	Q8N9N5
O43765	P45877
P45877	Q9UMX0
P45877	Q9NZ09
P45877	Q8N9N5
P14373	Q08752
O60437	P14373
O60437	Q12933
O43865	O60437
O60437	Q15311
O60437	Q9Y3Q8
O60437	Q96QF0
O60437	Q8NBB4
O60437	Q8IYX8
P62136	Q6NXS1
P62140	Q9UQK1
P62140	Q13625
P62140	Q9H175
P62140	Q96I34
P62140	Q6NXS1
O95400	P36873
P36873	Q9H175
Q15435	Q8N6Y0
Q12972	Q92624
P67775	Q08AM6
P30153	Q9Y534
Q15257	Q4VCS5
Q14738	Q8N6Y0
A1L4K1	Q14738
Q12800	Q96LZ3
P04280	Q9UMX0
P10124	Q9UMX0
P14373	Q13131
Q13131	Q8N1B4
Q13131	Q15654
O14503	Q13131
O96006	Q13131
Q13131	Q9NYB9
Q13131	Q93062
Q13131	Q9UKT9
Q13131	Q5JR59
Q13131	Q9Y620
Q13131	Q9HAT0
Q13131	Q9NVV9
Q13131	Q8IX15
Q13131	Q6NT76
Q13131	Q9H9H4
Q13131	Q9Y3Q8
Q13131	Q96JM7
Q13131	Q9UFD9
Q13131	Q5T124
Q13131	Q96PV4
Q13131	Q9Y2D8
Q13131	Q6A162
Q13131	Q8HWS3
Q13131	Q8NBZ0
P54646	Q8N1B4
P15884	P54646
P54646	Q13155
P54646	Q9NYB9
P54646	Q92624
P54646	Q93062
P54646	Q7Z6G3
P54646	Q8IX15
P54646	Q9NPC3
P54646	Q6NT76
P54646	Q9Y3Q8
P54646	Q8N6Y0
P54646	Q8NF99
P54646	Q96JM7
P54646	Q8HWS3
P54646	Q86Y26
P54646	Q719H9
P54646	Q5T7B8
P54646	P60369
P0DPK4	P54646
P54646	Q7Z3S9
P54646	Q96BR9
O43741	Q9BQ66
O43741	Q9BYQ4
O43741	Q9BYQ2
O43741	Q9BYR5
O43741	Q6A162
O43741	P60409
O43741	P60411
O43741	P60370
O43741	P60410
O43741	P60369
P22694	Q92624
P54619	Q14145
P54619	Q969V4
P54619	Q6P1W5
P54619	Q9BYR5
P54619	P60369
P31323	Q16514
O43687	P31323
P31323	Q9P0M2
P24723	Q8N9N5
Q16512	Q9NSC5
Q16512	Q9Y2D8
Q16512	Q8IYX8
O15015	Q13976
Q13976	Q86V42
O00762	Q13164
P34896	P45984
P45984	Q8IYF3
P45984	Q8N5R6
P45984	Q5JST6
P45984	Q96JM7
P45984	Q8TBB1
P45984	Q6P1W5
A2RU48	P45984
Q02750	Q8N9N5
O95273	P36507
O43422	O75410
P04554	P60409
P04554	P60331
P11908	P11908
P11908	Q96HA8
P0DPK4	P11908
P11908	Q7Z3S9
O14669	Q969F0
O15294	P11464
P25786	Q04864
P14373	P25786
P15884	P25786
P25786	Q99081
P25786	P48775
P25786	Q13829
P25786	Q92752
P25786	Q13077
P25786	Q13064
P25786	Q9Y6D9
P25786	Q9H2G9
O76015	P25786
P25786	Q8ND90
P25786	Q9NSC5
P25786	Q9UDY6
P25786	Q13422
P25786	Q9UL42
P25786	Q96KQ7
P25786	Q9UJV3
P25786	Q9UKT9
P25786	Q15691
P25786	Q9UPY8
P25786	Q96GX9
P25786	Q9Y371
P25786	Q9P2A4
P25786	Q9HAT0
P25786	Q7L273
P25786	Q9P209
P25786	Q9GZV8
P25786	Q3T906
P25786	Q68D86
P25786	Q8NHQ1
P25786	Q9BRK4
P25786	Q8IY31
P25786	Q5T124
P25786	Q96PV4
P25786	Q96HT8
P25786	Q9Y2D8
P25786	Q6A162
P25786	Q8NBZ0
P25786	Q719H9
P25786	Q8IWZ5
P0DPK4	P25786
P25786	Q7Z3S9
P25788	P25788
P25788	Q8TBN0
P09234	P25788
P25788	Q12846
P25788	Q15637
P25788	Q9ULZ1
P25788	P84101
O43752	P25788
P25788	Q8WVV5
P25788	Q96N28
P25788	Q14565
O94910	P25788
P25788	Q9Y4B4
O43251	P25788
P25788	Q9Y3I1
P25788	Q9H3S7
P25788	Q9H8Y8
A6NI79	P25788
P25788	Q96B97
P25788	Q9NZ81
A5D8V6	P25788
P25788	Q9NRJ3
P25788	Q9NQL9
A1A5C7	P25788
P25788	Q9BTD8
P25788	Q7Z3D6
P25788	Q96ME1
P25788	P79522
P25788	Q9BTL3
P25788	P61236
P25788	Q6UWL6
P25788	Q2TAK8
P25788	Q96HZ7
P25788	Q96AA3
O95561	P25788
P25788	Q9BUF7
P25788	Q8N2R0
P25788	Q8ND83
P25788	Q8TBP0
P25788	Q8WWR8
P25788	Q6RVD6
P25788	Q96MZ4
P25788	Q8N895
P25788	Q6NUJ5
P25788	Q66K41
P25788	Q86TB9
A0A2R8Y7D0	P25788
P25788	Q8N7Y1
A8MVW0	P25788
P25788	Q66K80
P25788	Q14D33
P25788	Q8IUC2
P25788	Q3LI72
P25788	Q6PEX3
P25788	Q8NAJ2
P25788	Q58A44
P25789	Q13422
P60900	Q9BY67
P60900	Q8NCP5
P60900	Q9HCM9
P60900	Q0VDD7
P60900	Q9BT23
P60900	Q96K19
P60900	Q9BYR5
P60900	Q14D33
P14373	P20618
P20618	Q13077
P20618	Q9UPY8
P49721	Q7L273
P14373	P49720
A1L4K1	P28070
O95273	P40306
P62191	Q96BR9
O60341	P17980
O76015	P62195
P62195	Q6A162
O00560	P62333
P62333	Q6BCY4
P62333	Q8IYE0
O43242	O43298
O43242	Q9C0F1
Q12800	Q16401
O00233	O43865
O00233	Q9NZQ3
O00233	Q8N9N5
O00233	Q9HCM9
O00233	Q96JN2
O00233	Q8IWZ5
P41222	P60409
P41222	P60369
P43115	Q04864
P15884	P43115
O76081	P43115
O76015	P43115
O43597	P43115
P43115	Q9UGC6
O95967	P43115
P43115	Q6UY14
P43115	Q8N5R6
P43115	Q6A162
P43115	Q3V5L5
P43115	Q8IWZ5
P43115	P60409
P43115	P60411
P43115	P60410
P43115	P60369
P43115	Q0VD86
P0DPK4	P43115
P43115	Q7Z3S9
P49190	Q9NP66
Q05397	Q9H4E7
Q04864	Q13882
O00401	Q13882
O00471	Q13882
O14526	Q13882
Q13882	Q8N5R6
Q13882	Q5JST6
Q13882	Q5VWX1
P20962	Q9H190
P26045	Q9NNW5
P26045	Q14689
P26045	Q8TBK6
P26045	Q9NPJ8
P35236	Q96IK5
P35236	Q2TAC2
P43378	Q6RW13
P43378	Q96HR9
P43378	Q969L2
P43378	Q96DZ9
P49247	Q06124
Q06124	Q13049
P60410	Q9HD43
P60369	Q9HD43
O00560	Q03393
P38432	Q03393
Q03393	Q9P2Z0
Q03393	Q8TBB1
P15151	Q9BRI3
P15151	P60409
P15151	P60411
P15151	P60410
P15151	P60369
P0DPK4	P15151
P15151	Q7Z3S9
Q8IUQ4	Q92692
P60409	Q92692
P60331	Q92692
P60370	Q92692
P60369	Q92692
P0DPK4	Q92692
Q7Z3S9	Q92692
P40855	Q9NPF7
P40855	Q9Y680
Q6A162	Q9NR77
P06703	P50542
P50542	Q13064
P50542	P50914
P50542	Q9BZW5
P50542	Q9NZ81
P50542	Q9P0U1
P50542	Q49A88
P50542	Q6IMN6
P50542	Q8WTR4
P50542	Q6ZTU2
P50542	Q68DY9
P54886	Q6RW13
P54886	Q96DZ9
P11216	P11216
P06737	P11216
P11216	Q8IUQ4
P11217	Q96HA8
P47897	Q99081
P47897	Q15645
P47897	Q9BUZ4
P47897	Q9H9H4
P47897	Q9BRK4
P47897	Q86UW9
P47897	Q6P597
P09417	P09417
P09417	Q8IZ07
P61019	Q9H2G9
P61019	Q96FJ0
P61019	Q8IWE2
O15211	P0DPK4
O15211	Q7Z3S9
P20336	Q96QF0
Q5JR59	Q8TBN0
Q8TBN0	Q9UPW6
Q6NT04	Q8TBN0
Q6A162	Q8TBN0
Q2TAC2	Q8TBN0
P0DPK4	Q8TBN0
Q7Z3S9	Q8TBN0
P20338	Q8N1B4
O00471	P20338
O00194	Q8TDW5
P53611	P57081
P53611	Q9UBV7
P53611	Q86YD3
P53611	Q96AX2
P53611	Q7Z5A9
P47224	Q04864
P15884	P47224
P47224	Q8WWW0
P51148	Q8NEU8
P63000	Q9UJX2
P63000	Q9Y6N9
P63000	Q9BRK4
P63000	Q6A162
O00463	P54725
P54725	Q15654
P54725	Q8NCP5
P54725	Q9BYV2
P54725	Q9H8M7
P54725	Q6AI12
P54725	Q96BR9
P54727	Q9UHX1
P54727	Q96PV4
O15315	Q8IZU0
O75771	Q13422
O75771	Q9UKT9
O75771	Q9Y2J4
O75771	Q9GZV8
O75771	Q9BRK4
O75771	Q8TBB1
O75771	Q6P1W5
O75771	Q8IYX8
P61224	Q8WWW0
P52306	Q9UF11
P61225	Q8WWW0
P10276	Q8WW24
O43765	Q9UL19
O14929	Q09028
P0DJD3	P98179
P09012	P98179
P38159	P98179
P98179	Q15415
P98179	Q5VWX1
P29558	Q12800
P0DJD3	P0DJD3
P0DJD3	Q86T65
P0DJD3	Q8WWY3
P0DJD3	P38159
P0DJD3	Q9NRW3
P0DJD3	Q9Y5E9
P0DJD3	Q96PQ6
P0DJD3	Q8WTP8
P0DJD3	P79522
P0DJD3	Q8TBB1
P0DJD3	Q14781
P21673	Q04864
P54253	Q04864
O00560	Q04864
P48065	Q04864
O95980	Q04864
O43639	Q04864
O14929	Q04864
Q04864	Q9UFW8
O75716	Q04864
Q04864	Q14152
O15371	Q04864
O60573	Q04864
Q04864	Q14498
Q04864	Q14667
Q04864	Q7L775
O14734	Q04864
Q04864	Q13111
Q04864	Q9Y5U2
O95376	Q04864
Q04864	Q9UI95
O95257	Q04864
Q04864	Q9UBU8
Q04864	Q96B26
Q04864	Q9Y2K5
O94979	Q04864
Q04864	Q5T011
Q04864	Q63HR2
Q04864	Q86T65
O95834	Q04864
O95602	Q04864
Q04864	Q9BU61
Q04864	Q8NC96
Q04864	Q9UBH0
Q04864	Q92882
Q04864	Q9UBY9
Q04864	Q9UHP6
Q04864	Q10570
Q04864	Q9Y5B8
Q04864	Q9UJX0
Q04864	Q9NQ94
Q04864	Q9Y4Z2
Q04864	Q9Y3B2
Q04864	Q9Y316
Q04864	Q9Y6H1
Q04864	Q9Y6G9
Q04864	Q969H6
Q04864	Q9BW66
Q04864	Q8WUI4
Q04864	Q9UMX2
Q04864	Q9UL33
P57075	Q04864
Q01804	Q04864
Q04864	Q6DKK2
Q04864	Q96GZ6
Q04864	Q9NX04
Q04864	Q9NX01
Q04864	Q96A72
Q04864	Q9UJ70
Q04864	Q8TDY4
Q04864	Q9NPJ8
Q04864	Q9NP86
Q04864	Q9GZV4
Q04864	Q8TCE9
Q04864	Q9NRZ5
P57077	Q04864
Q04864	Q9NQT4
Q04864	Q9NQV6
Q04864	Q9NSA3
Q04864	Q9P218
Q04864	Q63HN8
Q04864	Q9Y333
Q04864	Q9NPG2
Q04864	Q9NQL9
Q04864	Q9HCN3
Q04864	Q9HBI0
Q04864	Q9H832
Q04864	Q96DC9
Q04864	Q9BVV2
Q04864	Q7Z3C6
Q04864	Q8IV13
Q04864	Q9BV90
Q04864	Q5SY16
Q04864	Q8NFF5
Q04864	Q96PN8
Q04864	Q8WWW0
Q04864	Q9H3H3
Q04864	Q494U1
Q04864	Q9BRT3
Q04864	Q9BRG1
Q04864	Q96LK0
Q04864	Q9BYQ2
Q04864	Q96LC9
Q04864	Q96H72
Q04864	Q8N5M1
Q04864	Q7L2R6
Q04864	Q0D2K3
Q04864	Q9H6Z9
Q04864	Q5JVL4
Q04864	Q96NJ5
Q04864	Q96Q77
Q04864	Q8WWB5
Q04864	Q7Z7H8
Q04864	Q86WQ0
Q04864	Q2TBA0
Q04864	Q8IVS8
Q04864	Q7Z3I7
Q04864	Q8TAU3
Q04864	Q5T7W7
Q04864	Q8WXA2
Q04864	Q7Z398
Q04864	Q8TBZ8
Q04864	Q495W5
Q04864	Q8NDW8
A8MT69	Q04864
Q04864	Q96LT7
Q04864	Q96FN4
Q04864	Q969S2
Q04864	Q6UX98
O95848	Q04864
Q04864	Q9UDX3
Q04864	Q9NY43
Q04864	Q5JT25
Q04864	Q86UV6
Q04864	Q8TAD7
P15884	Q04206
O95751	Q92785
Q8TBB1	Q92785
P07949	P0DPK4
P07949	Q7Z3S9
P35249	Q9H4P4
O00635	P40937
O00560	P14373
P14373	Q01130
P14373	Q8IUQ4
P09012	P14373
P08579	P14373
P14373	Q15560
P14373	Q15561
P14373	P62328
P06753	P14373
P14373	Q9NNX1
P14373	P23025
P14373	Q15937
O95872	P14373
P14373	P18615
P14373	Q12774
O43639	P14373
O75716	P14373
O15371	P14373
P14373	Q9UJX2
O14966	P14373
P14373	Q9Y217
O60573	P14373
P14373	Q9UL15
O15160	P14373
P14373	Q9UM82
P14373	Q15040
P14373	Q14995
O60504	P14373
O14530	P14373
P14373	Q9UI95
O00506	P14373
P14373	Q92993
O76041	P14373
P14373	Q9BUI4
O95363	P14373
P14373	Q9HC98
P14373	Q9UJV3
O43809	P14373
O60336	P14373
P14373	Q9H3S7
P14373	Q8WWY3
P14373	Q99853
P14373	Q15735
P14373	Q9NZL9
P14373	Q9NWV8
P14373	Q9Y5B8
P14373	Q9NR81
P14373	Q9Y3C4
P14373	Q9Y316
