Q96FF9	Q9BYX7
P18621	Q9HCE7
P62263	Q9HCE7
P35268	Q9HCE7
P62753	Q9HCE7
P62701	Q9HCE7
P62851	Q9HCE7
Q08211	Q9HCE7
P60866	Q9HCE7
P19338	Q9HCE7
Q92552	Q9HCE7
P62829	Q9HCE7
P49327	Q9HCE7
P62269	Q9HCE7
Q13895	Q9HCE7
Q96I25	Q9HCE7
Q00325	Q9HCE7
O15294	Q9HCE7
Q13435	Q9HCE7
P29692	Q9HCE7
Q13642	Q9HCE7
P51991	Q9HCE7
P46781	Q9HCE7
P62249	Q9HCE7
P38646	Q9HCE7
P07437	Q9HCE7
P68371	Q9HCE7
P09012	Q9HCE7
P52597	Q9HCE7
O75533	Q9HCE7
P60891	Q9HCE7
P50395	Q9HCE7
P22626	Q9HCE7
Q3ZCQ8	Q9HCE7
P46782	Q9HCE7
P42704	Q9HCE7
P17987	Q9HCE7
Q13263	Q9HCE7
P07195	Q9HCE7
Q71U36	Q9HCE7
P78371	Q9HCE7
P05141	Q9HCE7
P83731	Q9HCE7
P50991	Q9HCE7
Q00403	Q9HCE7
Q03393	Q9HCE7
P46821	Q9HCE7
A6NMY6	Q9HCE7
Q8IX12	Q9HCE7
P09661	Q9HCE7
P0DMV9	Q9HCE7
P0DMV8	Q9HCE7
P11021	Q9HCE7
P11142	Q9HCE7
Q9HCE7	Q9Y4E8
P08670	Q9HCE7
P43686	Q9HCE7
P50990	Q9HCE7
P68104	Q9HCE7
P21333	Q9HCE7
Q00610	Q9HCE7
P26641	Q9HCE7
P98175	Q9HCE7
P53999	Q9HCE7
Q14152	Q9HCE7
Q13813	Q9HCE7
P35813	Q9HCE7
P62316	Q9HCE7
P61978	Q9HCE7
P52907	Q9HCE7
Q99832	Q9HCE7
P10809	Q9HCE7
P67809	Q9HCE7
Q14011	Q9HCE7
P49411	Q9HCE7
P24534	Q9HCE7
P60709	Q9HCE7
Q01082	Q9HCE7
P42166	Q9HCE7
P42167	Q9HCE7
P10644	Q9HCE7
Q15208	Q9HCE7
Q9HCE7	Q9Y6Y0
O75122	Q9HCE7
Q14766	Q9HCE7
Q9HCE7	Q9P2R3
Q9HCE7	Q9Y657
O15372	Q9HCE7
Q15084	Q9HCE7
P52732	Q9HCE7
O95218	Q9HCE7
Q9HCE7	Q9Y2H1
Q14974	Q9HCE7
P61163	Q9HCE7
P40227	Q9HCE7
Q8WWY3	Q9HCE7
Q9BQA1	Q9HCE7
P54105	Q9HCE7
P62899	Q9HCE7
P23588	Q9HCE7
Q96DG6	Q9HCE7
Q9HCE7	Q9NXV2
Q15459	Q9HCE7
Q96AV8	Q9HCE7
P31153	Q9HCE7
Q13200	Q9HCE7
P23528	Q9HCE7
P14678	Q9HCE7
P13639	Q9HCE7
Q13464	Q9HCE7
Q9H869	Q9HCE7
P55795	Q9HCE7
Q9HCE7	Q9NQ92
P60228	Q9HCE7
Q9HCE7	Q9NYF8
P25789	Q9HCE7
P62318	Q9HCE7
P31943	Q9HCE7
P55072	Q9HCE7
Q08378	Q9HCE7
O14744	Q9HCE7
Q9BRS2	Q9HCE7
Q3V6T2	Q9HCE7
Q99873	Q9HCE7
Q13561	Q9HCE7
Q9HCE7	Q9P219
P23458	Q9HCE7
Q15057	Q9HCE7
P62314	Q9HCE7
Q9HCE7	Q9Y2W1
Q14203	Q9HCE7
P62847	Q9HCE7
Q9HCE7	Q9Y2J2
P55884	Q9HCE7
Q13616	Q6PH85
Q13616	Q8IWE4
Q13616	Q92564
Q13616	Q9BTE7
Q13617	Q6PH85
Q13617	Q8IWE4
Q13617	Q92564
Q13617	Q9BTE7
Q13618	Q6PH85
Q13618	Q8IWE4
Q13618	Q92564
Q13618	Q9BTE7
Q13619	Q6PH85
Q13619	Q8IWE4
Q13619	Q92564
Q13619	Q9BTE7
Q13620	Q6PH85
Q13620	Q8IWE4
Q13620	Q92564
Q13620	Q9BTE7
Q6PH85	Q93034
Q8IWE4	Q93034
Q92564	Q93034
Q93034	Q9BTE7
P61081	Q8IWE4
P61081	Q92564
P61081	Q9BTE7
Q969M7	Q96GG9
Q6PH85	Q969M7
Q14164	Q9Y3C5
Q9UHD2	Q9Y3C5
Q8NHY2	Q8TDY2
O00308	Q96B67
Q96B67	Q96J02
Q96B67	Q96PU5
Q86UL8	Q96B67
Q8NCT1	Q96PU5
Q8NCT1	Q96J02
O00308	Q8NCT1
P07550	Q96J02
P49407	Q96B67
P32121	Q96B67
P49407	Q8NCT1
P32121	Q8NCT1
Q53HL2	Q53HL2
P07437	P78371
P68133	P78371
P68363	P78371
P13639	P78371
P23396	P78371
P14625	P78371
O94905	P78371
P55072	P78371
P78371	Q13200
P78371	P98170
P55210	P78371
P08238	P78371
P62333	P78371
P07900	P78371
P08238	P62258
P06748	P62258
P06576	P62258
P25705	P62258
P62258	Q9UJZ1
P54105	P62258
O15397	P62258
P62258	Q14974
P05388	P62258
P62258	Q02878
P36578	P62258
P23396	P62258
P62241	P62258
P31689	P62258
P23588	P62258
P60228	P62258
P26641	P62258
P62258	Q05639
P22626	P62258
P62258	Q12905
P62258	Q9Y230
P62258	Q14257
P07437	P62258
P62258	P68371
P62258	Q9BVA1
P62258	Q14558
P62258	Q6PEY2
P62258	Q9NR30
P00325	P62258
P08319	P62258
P21549	P62258
P51991	P62258
P07910	P62258
P0DJD3	P62258
O75533	P62258
P62258	Q15365
P62258	P98175
O43318	P62258
P62258	Q9UHD2
O75688	P62258
P62258	Q9Y657
P62258	Q16543
P35232	P62258
O60256	P62258
P60891	P62258
P62258	Q9NXS2
P42166	P62258
P42167	P62258
P62258	Q9BUA3
P62258	Q7Z353
P62258	Q8NDM7
P04053	Q9H147
Q9H147	Q9H147
Q9NYJ8	Q9UDY8
O43318	Q9UDY8
Q9P0L0	Q9UBY8
Q9UBY8	Q9UKR5
Q9UBY8	Q9UNK0
P60520	Q9UBY8
Q12983	Q9UBY8
O60238	Q9UBY8
Q15084	Q9UBY8
Q9NQC3	Q9UBY8
O75915	Q9UBY8
P21926	Q9UBY8
Q13505	Q9UBY8
Q9UBY8	Q9UN36
P04350	Q9UBY8
O43169	Q9UBY8
Q9UBY8	Q9Y3B9
Q16849	Q9UBY8
Q13491	Q9UBY8
Q9UBY8	Q9Y6D0
Q15005	Q9UBY8
P60201	Q9UBY8
P0CG48	Q9UBY8
Q04941	Q9UBY8
Q96EC8	Q9UBY8
Q96AP4	Q9UBY8
P17152	Q9UBY8
Q9UBY8	Q9Y6G1
Q6UX40	Q9UBY8
Q5BJH2	Q9UBY8
Q9H6X4	Q9UBY8
Q9BVK8	Q9UBY8
P60520	Q9P0L0
O94992	Q96MH2
P35222	Q71U36
P20290	P35222
P35222	Q8NC51
P0DMV9	P35222
P11142	P35222
P08238	P35222
P07195	P35222
P05387	P35222
P09651	P35222
P08865	P35222
P35222	P62314
P31749	P35222
O14901	P28482
P12931	P46527
P04049	P36873
O15392	Q16695
Q16695	Q9NZ08
Q16695	Q99661
O00139	Q16695
O15355	Q16695
O43521	P45983
P45983	Q96LC9
Q15911	Q9Y6X2
P40763	Q15911
P25963	P49407
P25963	P32121
P06400	Q00526
P02741	Q02539
P02741	Q16777
P17706	P42226
P31749	P78527
P10636	Q16512
P15923	P22415
P15923	Q7RTU7
P20248	P50613
P24928	P51948
O00267	P51948
O15169	P62136
P49674	P62136
O60603	Q92793
O60603	Q14653
P18146	P42771
P18146	Q8N726
O15111	P04792
O14920	P04792
O95466	Q09666
O95466	O95466
O95466	P98171
O95466	Q69YN2
O95466	P09874
O95466	P14625
O95466	Q01543
O95466	P33241
O95466	Q96FS4
O95466	Q68EM7
O95466	Q15149
O95466	P31483
O95466	Q8TEQ6
O95466	Q13045
O95466	Q9UHB6
O95466	Q9Y6C9
O14974	O95466
O95466	Q9UKM9
O95466	P06748
O95466	P27105
O95466	Q9Y5B9
O95466	Q03519
O95466	Q9NX63
O95466	O96008
O95466	P53618
O95466	Q8WWI1
O95466	P11021
O75369	O95466
O95466	Q01518
O95466	Q8NE71
O95466	P06576
O95466	P11836
O95466	P13010
O95466	Q9H3F6
O95466	P21796
O43707	O95466
O95466	P49411
O95466	Q6DD87
O95466	Q9ULV4
O95466	P0DMV9
O95466	Q9NVI7
O95466	P16070
O95466	Q08945
O95466	Q01804
O60292	O95466
O95466	Q9NUT2
O95466	P31146
O95466	P42166
O95466	P42167
O95466	Q99623
O95466	Q7Z417
O95466	P62913
Q99814	Q99814
Q99814	Q9Y5Q9
Q16665	Q99814
Q92785	Q99814
O75030	Q99814
P56693	Q99814
P05549	Q99814
O95163	Q99814
Q92793	Q99814
P35222	Q99814
P35232	Q99814
Q99623	Q99814
Q99814	Q9BWW4
Q15648	Q99814
Q99814	Q9BTT4
Q99814	Q9P086
Q93074	Q99814
O60244	Q99814
Q96RN5	Q99814
Q99814	Q9Y2X0
Q99814	Q9NVC6
Q99814	Q9BUE0
Q99814	Q9H944
Q15528	Q99814
Q99814	Q9ULK4
O75448	Q99814
Q71SY5	Q99814
Q6P2C8	Q99814
O43513	Q99814
Q96G25	Q99814
Q99814	Q9NPJ6
O95402	Q99814
Q99814	Q9NX70
A5YKK6	Q99814
Q99814	Q9H9A5
Q99814	Q9UIV1
Q8NFD5	Q99814
P51531	Q99814
P51532	Q99814
Q12824	Q99814
Q92922	Q99814
Q8TAQ2	Q99814
Q99814	Q9C005
O60341	Q99814
Q96ST3	Q99814
Q96S55	Q99814
Q99814	Q9ULX6
P50402	Q99814
O14980	Q99814
P42695	Q99814
P61962	Q99814
P20618	Q99814
Q99460	Q99814
Q15370	Q99814
Q99814	Q9UPN9
P0CG48	Q99814
O95816	Q99814
O60884	Q99814
Q96KS0	Q99814
Q8WUZ0	Q99814
Q99814	Q9Y5A9
P10828	P15336
O95983	Q16695
Q16695	Q9NQC1
Q16695	Q92613
Q13330	Q16695
O94776	Q16695
Q16695	Q92785
P02545	P10144
P02545	P12544
P25786	P55072
P25786	P25963
Q9H3D4	Q9NZC7
P0CG48	P0CG48
P0CG48	Q93008
O00507	P0CG48
P0CG48	P54578
P0CG48	Q86UV5
P0CG48	Q86T82
P03372	P20290
Q9H4A3	Q9UH77
Q9UH77	Q9Y3S1
Q9BYP7	Q9UH77
Q13618	Q9UH77
Q9UH77	Q9UH77
P62877	Q9UH77
P11940	Q14694
P11940	Q13283
P04637	Q5T447
Q5T447	Q9UDY8
Q14145	Q9NY33
Q14145	Q6P1L5
P25205	Q14145
O75083	Q14145
O75157	Q14145
Q9UNZ2	Q9Y6K9
P04004	P17252
P04004	P17612
O15111	O75376
O75376	P63104
P58753	Q92830
O94864	Q96EB6
Q14CW9	Q96EB6
P16220	Q96EB6
Q86WX3	Q96EB6
Q96EB6	Q96PZ0
Q96EA4	Q96EB6
O75386	Q96EB6
Q96EB6	Q99755
Q6NSJ2	Q96EB6
Q53H80	Q96EB6
Q15051	Q96EB6
P17535	Q96EB6
Q96EB6	Q9NWK9
Q5XKE5	Q96EB6
Q96EB6	Q9NW82
P78316	Q96EB6
Q13492	Q96EB6
P48594	Q96EB6
P32121	Q96EB6
Q96EB6	Q9H0U9
O94761	Q96EB6
Q96EB6	Q9BWG6
Q96EB6	Q9UL40
P0DP23	Q96GD4
Q96GD4	Q9UKC9
P60604	P62877
P55072	P61604
P31946	P55072
P55072	P62258
P55072	Q04917
P55072	P61981
P27348	P55072
P55072	P63104
P55072	Q9C0C2
P55072	P62277
P46781	P55072
P08195	P55072
P54619	P55072
P55072	Q96D46
P55072	Q02878
P11021	P55072
P55072	Q13085
P55072	P60709
O15144	P55072
P55072	P62330
P55072	Q8N6H7
P55072	Q9UJY5
P55072	Q9UJY4
P12814	P55072
P35611	P55072
P54920	P55072
P55072	Q96Q42
P55072	Q9UJX3
P55072	Q8IWZ3
P07355	P55072
P08758	P55072
P20073	P55072
P55072	Q10567
O94973	P55072
P55072	Q07812
P55072	Q9UBB4
P55072	Q96S55
O95816	P55072
P55072	Q9Y6E2
P35613	P55072
P55072	Q9NYF8
P55072	Q8WYA6
P55072	P55957
P55072	Q9UHR4
P55072	Q6PJG6
P55072	Q9P287
P55072	Q9Y6D5
P55072	Q9Y376
P27824	P55072
P13861	P55072
P55072	P67870
P55072	Q9H8G2
P55072	P55210
P21964	P55072
P35221	P55072
O60716	P55072
P55072	Q9H9A5
P55072	Q9NZN8
P55072	Q9UFF9
P55072	Q00587
P55072	Q9H3Q1
P55072	Q9NXV6
P55072	Q96AQ7
P55072	Q92600
P30260	P55072
P55072	Q9NX58
P04637	P55072
P55072	Q9H3R5
P55072	Q53EZ4
P55072	Q8NI60
P55072	Q7Z460
O14579	P55072
P55072	Q8N3U4
P55072	Q96JG6
P55072	Q9H6E4
P38432	P55072
P55072	Q8N668
P55072	Q7Z4G1
P55072	Q15003
P55072	Q9H9E3
P55072	Q9UP83
P55072	Q9UNS2
P55072	Q9UBW8
P55072	Q93034
P55072	Q14999
P06493	P55072
O14519	P55072
P11802	P55072
P55072	Q13409
P55072	Q9Y6G9
P55072	Q5BKZ1
P55072	Q9UKG1
P55072	Q96N67
P54886	P55072
P15924	P55072
P55072	Q96JA1
P11387	P55072
P30876	P55072
P55072	Q9BUI4
P04843	P55072
P55072	Q02750
P33981	P55072
P55072	Q99956
P55072	Q9UQ16
P55072	Q14258
P55072	Q9Y4X5
O95376	P55072
P55072	Q7Z6Z7
P55072	Q9P0J7
P55072	Q00987
P55072	Q99496
P19474	P55072
P55072	Q5T4S7
O95071	P55072
P27361	P55072
P28482	P55072
P55072	Q14240
P55072	P63241
P55072	Q9Y5B9
P55072	Q9NVI1
P55072	Q96AC1
P55072	Q9Y613
P55072	Q5T1M5
P14635	P55072
P55072	Q9BSJ2
P55072	Q12789
P55072	Q9Y5Q9
P55072	Q9Y5Q8
P55072	Q9H4A5
P55072	Q7L5D6
P55072	Q92538
P55072	Q96CS2
P55072	Q53T59
P55072	Q9H583
P0DMV8	P55072
O75506	P55072
P55072	Q58FF3
P04792	P55072
P08238	P55072
P09651	P55072
P55072	P55795
P31942	P55072
O00422	P55072
P55072	Q9BTM1
P50502	P55072
P55072	Q16543
O75146	P55072
P55072	Q27J81
P55072	Q15051
P55072	Q96EK5
P55072	Q8NBT2
P55072	Q03252
P55072	Q9P260
P55072	Q9NRZ9
P55072	Q7LBC6
P55072	Q8IWC1
P55072	Q9NU22
O15264	P55072
P55072	P61081
P55072	Q8NFP9
P55072	Q9UBB6
P55072	Q8IXT1
P55072	Q00653
P55072	Q14980
P55072	P57740
P55072	Q92621
P37198	P55072
P55072	Q9BVL2
P22392	P55072
O00459	P55072
O00750	P55072
P55072	Q15149
P02545	P55072
P55072	Q14669
P55072	Q86U06
P55072	Q9BUL8
P55072	Q53EL6
O75340	P55072
P55072	Q8TCG1
P55072	Q9NSV4
P55072	Q9UJC3
P18583	P55072
O15027	P55072
P14618	P55072
P55072	Q6P996
P55072	Q9Y3P9
P55072	Q15042
P55072	Q9H2M9
P04049	P55072
P55072	Q9UN86
P55072	Q15404
P55072	P61026
P55072	Q15907
P55072	P61106
P51149	P55072
P40938	P55072
P40937	P55072
P55072	Q68EM7
P55072	Q92974
P55072	Q9BV68
P55072	Q9UBF6
O43251	P55072
P55072	Q9NRX1
P55072	Q5JTH9
P55072	Q8WVM8
P55072	Q14674
P55072	Q05519
P55072	P84103
O14757	P55072
P55072	Q9UPZ9
P55072	Q7KZI7
P42345	P55072
P55072	Q16513
P51955	P55072
O60674	O60674
P53350	P55072
P55072	Q6PHR2
P55072	Q9H4A3
P55072	P62714
O00743	P55072
P55072	Q96C92
P55072	P58004
P42224	P55072
P55072	P63165
P55072	P61956
O60493	P55072
P55072	Q9UBP0
P55072	P63208
P16949	P55072
P55072	Q92922
O60264	P55072
P55072	Q9Y6J9
O60784	P55072
P55072	Q86VP1
P55072	Q4KMP7
P55072	Q66K14
P17987	P55072
P50991	P55072
P55072	Q99832
P49368	P55072
P50990	P55072
P40227	P55072
P55072	Q9Y4R8
P55072	Q5UIP0
P55072	Q15554
O95801	P55072
P49755	P55072
P55072	P57088
P55072	Q9Y5L0
P55072	Q12888
P55072	Q99816
P41240	P55072
P55072	Q9H3S7
P43378	P55072
P55072	Q14694
P0CG47	P55072
P55072	Q16763
P55072	Q9GZZ9
P55072	Q6NW34
P55072	Q5VIR6
O75396	P55072
P55072	Q00341
P09327	P55072
P08670	P55072
P18206	P55072
P55072	Q15061
P55072	Q6UXN9
P55072	Q7Z5K2
P55072	Q96KR1
O60674	P24394
P46527	P55072
P38936	P55072
P55072	Q92934
P55072	P55211
Q13077	Q9C0C9
Q12933	Q9C0C9
Q13114	Q9C0C9
Q9BUZ4	Q9C0C9
O00463	Q9C0C9
Q9C0C9	Q9Y4K3
O14746	Q92630
O14746	O95071
O14746	Q16531
O14746	Q9Y4B6
Q16531	Q16531
P06127	P15498
P29034	Q9UNE7
P06703	Q9UNE7
P25815	Q9UNE7
O95786	Q13107
P28562	P34932
P08962	Q9BQB6
Q15125	Q9BQB6
Q9BQB6	Q9Y6X1
Q9BQB6	Q9BQB6
Q04941	Q9BQB6
O95292	Q9BQB6
P02787	Q9BQB6
P48201	Q9BQB6
Q15084	Q9BQB6
P0DJI8	Q9BQB6
P00738	Q9BQB6
P42226	Q9BQB6
Q9BQB6	Q9H6X4
P01009	Q9BQB6
O15260	Q9BQB6
Q9BQB6	Q9NSB8
P07306	Q9BQB6
Q969W0	Q9BQB6
Q08830	Q9BQB6
P81172	Q9BQB6
P00739	Q9BQB6
P07307	Q9BQB6
O75915	Q9BQB6
Q00765	Q9BQB6
Q15417	Q9BQB6
Q9BQB6	Q9H871
O94777	Q9BQB6
P23284	Q9BQB6
P51572	Q9BQB6
Q9BQB6	Q9UNN8
P08034	Q9BQB6
O75787	Q9BQB6
P21673	Q9BQB6
P09871	Q9BQB6
P21926	Q9BQB6
P55056	Q9BQB6
O95070	Q9BQB6
Q96HP8	Q9BQB6
P02792	Q9BQB6
P02647	Q9BQB6
Q9BQB6	Q9Y3D6
Q96B21	Q9BQB6
P02652	Q9BQB6
P56937	Q9BQB6
Q01628	Q9BQB6
Q9BQB6	Q9UBN7
P02765	Q9BQB6
Q9BQB6	Q9HC24
Q8N5M9	Q9BQB6
Q9BQB6	Q9H2U2
Q96A57	Q9BQB6
P22061	Q9BQB6
Q14442	Q9BQB6
Q15800	Q9BQB6
Q8N2U0	Q9BQB6
Q8N2G6	Q9BQB6
Q9BQB6	Q9NWH2
Q9BQB6	Q9P0B6
Q6UX53	Q9BQB6
Q9BQB6	Q9NTX5
Q15629	Q9BQB6
Q9BQB6	Q9NZV6
Q9BQB6	Q9NSU2
Q06481	Q9BQB6
P02654	Q9BQB6
P80297	Q9BQB6
Q8NCS4	Q9BQB6
O15432	Q9BQB6
P78310	Q9BQB6
Q8IY34	Q9BQB6
P02679	Q9BQB6
Q96T54	Q9BQB6
Q9BQB6	Q9BXJ8
P02656	Q9BQB6
P53007	Q9BQB6
P60033	Q9BQB6
Q8WUD4	Q9BQB6
P78369	Q9BQB6
Q08174	Q9BQB6
P21964	Q9BQB6
Q96DB5	Q9BQB6
Q8N0U8	Q9BQB6
P98161	P98161
P05023	P98161
P27824	Q13563
Q08379	Q13563
P05023	Q13563
P04637	Q96L91
Q05655	Q05655
P13473	P37840
Q14318	Q14318
P23458	P31785
O60674	P31785
P23458	P23458
P45983	Q9P055
P68133	Q8TDR0
P60709	Q8TDR0
P68032	Q8TDR0
P63261	Q8TDR0
P12814	Q8TDR0
O43707	Q8TDR0
P23526	Q8TDR0
P12277	Q8TDR0
P68104	Q8TDR0
P07900	Q8TDR0
P08238	Q8TDR0
P0DMV8	Q8TDR0
P34931	Q8TDR0
P17066	Q8TDR0
P11142	Q8TDR0
P38646	Q8TDR0
P13645	Q8TDR0
P35527	Q8TDR0
P78559	Q8TDR0
P27816	Q8TDR0
Q15555	Q8TDR0
P35579	Q8TDR0
P00558	Q8TDR0
P35232	Q8TDR0
O43175	Q8TDR0
P14618	Q8TDR0
P83731	Q8TDR0
P18124	Q8TDR0
P05109	Q8TDR0
Q12931	Q8TDR0
P07437	Q8TDR0
Q13885	Q8TDR0
Q8TDR0	Q9BVA1
O75912	Q8IV61
O75912	P62834
Q9BPY8	Q9H2F5
P30153	Q8TCG1
P01106	Q8TCG1
P56693	Q13287
P11802	P84022
P11802	Q15796
P24941	P84022
P24941	Q15796
P19525	P23458
P19525	P29597
P38936	P48745
P38936	P49715
P06400	Q13574
P28749	Q13574
Q08999	Q13574
P29966	Q05513
P12544	Q02539
P12544	Q16778
P12544	P12544
P49863	P63261
P49863	Q13509
P49863	Q08379
P49863	P61978
P12544	P63261
P12544	P61978
P12544	P19113
P12544	Q08379
P84022	Q16665
O14543	Q9UBF6
Q93034	Q96BD6
Q96BD6	Q9UBF6
Q15370	Q96BD6
Q93034	Q99619
Q99619	Q9UBF6
Q15370	Q99619
Q96S21	Q9UBF6
Q15370	Q96S21
Q15369	Q96S21
P62877	Q9UK73
Q93034	Q96A44
Q96A44	Q9UBF6
Q15370	Q96A44
P10599	Q06830
P34741	P34741
P17252	P34741
P05771	P34741
P05129	P34741
P68400	Q14676
P56645	Q13315
O96017	P56645
O00255	P35579
P50281	P56945
Q05048	Q12996
P07948	Q08499
P12931	Q08499
P06241	Q08499
P01286	Q02643
Q06830	Q9BVW5
O95835	P58012
P00519	Q08499
P62993	Q08499
P50542	Q15067
P50542	Q99424
O15254	P50542
P50542	Q08426
P50542	P51659
P22307	P50542
O75521	P50542
P50542	Q9NUI1
P50542	Q13011
P50542	Q9BY49
P50542	Q9UJ83
P50542	Q9UHK6
P43155	P50542
P50542	Q9UKG9
O14734	P50542
P49753	P50542
P30044	P50542
P14920	P50542
P50542	Q9UJM8
P50542	Q9NYQ3
O14975	P50542
O15228	P50542
O75874	P50542
P21549	P50542
P50542	Q9P0Z9
P34913	P50542
P50542	Q9Y2Q3
P50542	Q6QHF9
O95822	P50542
P35914	P50542
P0C024	P50542
P14735	P50542
P50542	Q86WA8
A8MXV4	P50542
P50542	Q14032
P50542	Q9BTZ2
P50542	Q9Y3D6
P35228	P50542
P39210	P50542
P50542	Q8N9L9
P21731	Q68CZ1
P07900	Q9H1R3
P07900	Q8IWD4
P07900	Q8N5M4
O95801	P07900
P07900	Q9P212
P07900	Q9UQ88
P07900	Q15029
P07900	Q9ULM6
P07900	Q6P2Q9
P07900	Q13045
P07900	Q05682
O94966	P07900
P07900	Q8IVD9
P07900	Q9H3U1
P07900	Q6ZRV2
P07900	Q9HB71
P07900	Q15750
P07900	Q9NYJ8
P07900	Q8IW35
P07900	Q9Y6K9
P07900	Q14204
P07900	Q14160
P07900	Q5THK1
P07900	Q9UHD1
P07900	Q3B7T1
P07900	Q15785
O95816	P07900
P07900	P50502
P07900	P19388
P07900	Q9H6T3
O75643	P07900
P07900	Q9NWS0
O94763	P07900
P07900	Q15773
P07900	Q7L3B6
P07900	Q9H6S0
P07900	P48741
P07900	P17066
P07900	P11021
P07900	P54652
P07900	P34931
P07900	P38646
P09917	Q16873
P20292	Q16873
P09917	P20292
Q71DI3	Q9NPI1
P42224	P42336
Q04759	Q8IV61
P01308	P06400
Q16873	Q16873
Q05469	Q6NZI2
O14975	P33897
Q15796	Q9BQ52
P84022	Q9BQ52
O75593	Q9BQ52
P12931	Q16665
P27695	P40763
O43318	P12757
P45983	Q9BPZ7
P0DP23	Q05682
P35222	Q13363
P19338	Q9UQ80
P11387	Q9UQ80
Q9UQ80	Q9Y6M1
P05388	Q9UQ80
Q02539	Q9UQ80
P36578	Q9UQ80
P62917	Q9UQ80
P61313	Q9UQ80
Q07020	Q9UQ80
Q02543	Q9UQ80
P46778	Q9UQ80
P62913	Q9UQ80
P30050	Q9UQ80
P46779	Q9UQ80
P61353	Q9UQ80
P62888	Q9UQ80
P05387	Q9UQ80
P04626	P60709
P04626	Q9H9Y6
P60709	Q9H9Y6
P53778	Q15750
O43318	P45985
P01130	P14625
P01130	P13667
P01130	P27824
P25098	P30086
P16220	Q13535
P05107	P05771
P05107	Q05655
P05107	P17252
P05107	Q02156
P05107	P05129
P05107	P63104
O15525	Q16665
O60675	Q16665
P46695	Q15173
P46695	Q13362
P46695	Q15257
P28482	Q15173
P28482	Q13362
P20393	Q9Y618
Q96RI1	Q9Y618
O75469	Q9Y6Q9
P04040	Q08426
P20292	P20292
P05412	P15941
P20042	P68400
P20042	P67870
P05814	P67870
P48552	Q13642
P03372	Q13642
P52952	Q92833
P10636	Q15257
P10636	P53041
P38646	Q9NZL4
P11021	Q9NZL4
P07858	P09874
P08311	P09874
F7VJQ1	P11021
P04156	P11021
O75376	Q13901
Q13901	Q9Y618
P20393	Q13901
P10827	Q13901
P10828	Q13901
Q7Z434	Q969V5
P07900	P56696
P14625	P56696
P31689	P56696
P11142	P56696
P31948	P56696
P56696	Q9UNE7
P34932	Q9NTK5
Q9NTK5	Q9UNE7
P0CG48	Q13049
Q9NQC7	Q9NZN5
Q01850	Q01850
P52739	Q96PU4
P63279	Q96PU4
P62877	Q16665
P40337	Q96GG9
Q16665	Q96GG9
P35222	P50402
P56545	Q9UNE7
P61088	Q9BV68
P61088	Q9Y4L5
P00533	Q9Y4L5
P00533	Q9BV68
O14828	Q9BV68
Q13315	Q9UER7
P06400	P62805
P08047	P20226
O60563	O60563
Q5UIP0	Q9NYB0
P20963	Q9UPZ9
P24864	Q01094
Q01094	Q08999
P26196	Q9NPI6
Q96F86	Q9NPI6
P34931	Q9NPI6
P26196	Q8IZD4
Q8IZD4	Q96F86
P34931	Q8IZD4
Q6P2E9	Q9NPI6
P26651	Q8IU60
P26651	Q96F86
Q6P2E9	Q92900
Q92900	Q96F86
P26651	Q6P2E9
P26651	Q9NPI6
Q6P2E9	Q96F86
P26196	Q96F86
Q8IU60	Q96F86
Q8IU60	Q8IZD4
Q8IZD4	Q9NPI6
Q15796	Q99466
P84022	Q99466
Q13485	Q99466
P15336	Q15759
O60880	Q15759
O60880	Q16539
P19387	Q9Y5B0
O14744	P19387
P19387	P35269
P19387	Q9BQA1
P13984	P19387
P04628	P19387
P19387	Q7KZ85
O00267	P19387
P11487	P19387
P19387	P60228
O94762	P19387
O43143	P19387
P19387	P19447
P19387	Q9NVR2
P19387	Q9NVC6
P19387	Q9H3P2
P19387	Q8WX92
P19387	P32780
P19387	Q8IXH7
P19387	Q96CB8
P18615	P19387
P19387	P23193
P19387	Q00403
P19387	Q6P2C8
P19387	Q16777
Q14186	Q14209
O00716	Q14186
O94762	Q06609
O94762	P12004
O94762	P19388
O94762	P62487
O15514	O94762
O94762	P36954
Q8WYJ6	Q96GD4
Q15653	Q16611
P68400	Q15653
O75925	P42858
P42858	Q9Y4E5
P09017	P42858
P42858	Q9UI08
P42858	Q9BSL1
P42858	Q9NP66
P42858	Q2NKX8
P02792	P42858
P42858	Q5W5X9
P42858	Q5VTR2
P42858	Q9UBP5
P42858	Q8N720
P27986	P42858
P42858	Q96K21
P42858	Q9H4A5
P42858	Q96M61
P42858	Q9Y605
P42858	Q969T4
P42858	Q96NC0
P42858	Q9Y6W6
P42858	Q96HT8
P42858	Q9UJY4
P42858	Q8WYH8
P42858	Q8IY31
P42858	Q9NQ87
O75410	P42858
O95243	P42858
P42858	Q7L190
P42858	P43268
P42858	Q8N7X4
P42858	Q13503
P42858	P68431
O96011	P42858
P42858	Q9UIS9
O14545	P42858
O43248	P42858
P42858	Q92882
P42858	Q9BVL2
P42858	Q8WTP9
P06858	P06858
P06858	P27797
O00635	P54253
O75886	P54253
O75925	P54253
P54253	Q7L0J3
P54253	Q9NSD5
P54253	Q8WVV9
P54253	Q2QGD7
P54253	Q14847
O14683	P54253
P54253	Q03060
P54253	Q99732
P36544	P54253
P54253	Q9NTN9
P54253	Q8NBB4
P54253	Q92574
