O75144	Q5TFQ8
P30518	P41145
P43699	Q06546
O95361	Q6UWB1
P08138	Q9NPP4
O95363	P49591
P07814	Q9UHN1
O43739	O60496
Q96Q89	Q9NY65
P01040	Q15828
O15394	P98161
P11488	Q13177
P63096	Q13177
O14544	O75159
Q96A47	Q9NY43
P01764	P04433
P01721	P01911
P04433	P06331
P06331	P80748
P01593	Q16552
Q8TAI7	Q9UN86
O95140	O95343
P12755	P35568
Q92835	Q96T37
P35568	Q9UQB8
P01042	P07204
P04629	Q15475
O75840	Q8TBJ5
Q9H2X0	Q9HCM4
Q6ZV73	Q9NZ72
Q5JXB2	Q9BRZ2
P84095	Q969J3
Q13952	Q99525
P10586	P52565
O43463	P62318
P62166	Q9UMS4
P51955	Q15131
O60260	Q9Y2U5
A6NKQ9	P01599
A6NKQ9	P01619
P41182	Q2WGJ6
P49888	Q6IMI4
P01599	Q6NT52
P01619	Q6NT52
P07359	Q6UXB4
P54760	Q7Z3H4
P01593	Q8IUL8
P17301	Q8NCF0
P23246	Q9NTZ6
O14512	P49675
O75054	P02753
Q5JWF8	Q9P1U1
Q8TDY3	Q9P1U1
Q9UJ71	Q9ULY5
O94973	Q13387
P36896	Q8IZU9
P36896	Q99665
O60260	Q9UM19
A4FU49	P57075
A6NJZ7	P62993
A6NNM3	P62993
Q6EEV6	Q9HAC8
A4FU49	Q9NRC9
P62993	Q9UFD9
O15072	P08254
O15072	P22894
P52951	Q9H3D4
O43189	O94953
O95057	O95398
Q07890	Q14088
P00750	Q8N8U9
Q07890	Q9H0T7
P12755	P50552
O00468	Q9NRY7
Q14451	Q5VST9
Q13404	Q15459
O15357	O75531
P35626	P36888
P10114	P50395
O94806	Q13163
P09874	Q13185
P48436	Q14653
P05771	Q16566
O60566	Q6P5Z2
P33981	Q6P5Z2
Q15569	Q8TDC3
P36896	Q96L34
Q6SA08	Q96PY6
P21860	Q96S53
Q15746	Q96S53
Q7L7X3	Q9BYT3
Q15349	Q9HBY8
Q02763	Q9P0L2
O95429	Q9UNN5
O60285	Q9Y5S2
O75385	Q13418
P35241	P55290
P21579	Q8NER5
P26045	Q9C0I1
P41970	Q9UM47
P32241	Q9Y5P4
O95453	P52298
P54753	Q00535
Q6ZN17	Q9Y534
O75628	Q9UBK7
Q13464	Q9UBK7
Q13464	Q9UNT1
P04629	Q495M9
Q16099	Q8TCU5
Q01449	Q9UM54
O75385	P28482
Q01196	Q15465
P61088	Q9BZ95
P10747	Q9HBG7
Q4LE39	Q9HC52
O94813	P09382
P49792	Q12756
Q13555	Q2M2I8
Q00537	Q7Z7A4
P35626	Q8NER5
O75689	Q8WXI2
Q5TCX8	Q96NX5
Q13387	Q9H492
Q5TCX8	Q9H492
P08047	Q8IUX4
P07948	P11309
P04049	P19784
P16591	P30291
P29317	P30291
P20936	P50148
P30291	Q13164
P22694	Q6IQ55
Q00526	Q6P5Z2
Q6IQ55	Q8N5S9
P80192	Q92772
P05771	Q96PY6
Q13237	Q96PY6
P25098	Q96QS6
Q6IQ55	Q9NYY3
Q9NY57	Q9UEE5
P26718	Q9NZS2
P30047	Q9H252
P30047	Q9NS40
P05112	Q15464
Q14004	Q7KZI7
P07948	Q8IWU2
P31152	Q96L34
Q14004	Q96L34
Q16760	Q96LT4
O14979	Q9HCG8
Q8NF91	Q9NZ52
P20396	P34130
Q8IYU4	Q9UK80
Q9HAC8	Q9UK80
P02753	P46531
Q96HU1	Q9Y4P1
P49815	Q9Y6N7
O14944	Q9UHC1
P01111	Q92565
P13378	Q04743
A8MW92	O94868
O00339	Q14315
O14662	Q14CS0
Q8N3C7	Q96B97
Q01151	Q96N03
Q7Z3E2	Q9BY77
P48060	Q9H336
O95153	Q9Y483
O15169	Q9Y679
O15393	O43278
P48307	Q2L4Q9
P04070	P23946
P20226	P52434
Q00535	Q9UQ07
O60229	Q96M96
P42336	Q9H254
O43283	Q9UM73
Q04323	Q9Y4P1
P51955	Q86Y07
Q9NZP8	Q9UGM3
P02649	Q9Y6A5
O60449	P06681
P01889	Q92692
P10321	Q92692
P15531	Q96T37
P17948	P21709
O43186	P31277
P14652	P32243
O43711	P52951
P35367	Q01718
P17481	Q01851
P19622	Q03014
O75593	Q12947
O15266	Q15699
P52951	Q5XKR4
P49703	Q8N4Z0
P01730	Q8TD46
Q8N4Z0	Q969Q4
P23759	Q99453
P28358	Q99453
Q8NFW5	Q99453
O15266	Q99811
O60315	Q99811
P52954	Q99811
P52951	Q9BZE3
O15266	Q9H161
O43365	Q9H2W2
P56178	Q9H2W2
Q07687	Q9H2W2
Q99453	Q9NYD6
O60508	P30153
P06899	Q16576
O43623	Q8N143
P53350	Q8TDY4
P43694	Q96HC4
Q16576	Q99879
Q05397	Q99963
P01588	Q9BWV1
O43294	Q9UKS6
Q9NR12	Q9UKS6
Q9UM11	Q9UMS4
Q9NS91	Q9Y508
P62745	Q8WZA2
Q06546	Q6UB99
P55209	Q9UJ04
P16152	Q8IZV5
P17612	P36897
A6NK02	O00635
O95049	P55196
A6NK02	Q12899
Q13449	Q2WEN9
P19320	Q5GFL6
P98160	Q5GFL6
Q2WEN9	Q5VST9
P0DPA2	P19256
P0DPA3	P19256
P22897	Q6UX15
P26715	Q6UX15
O94885	Q7Z3H4
Q13094	Q7Z3H4
A4FU49	Q86WV1
A6NK02	Q86XT4
A6NK02	Q8IYM9
P01597	Q8N3J6
Q7Z3H4	Q8N6K7
Q14002	Q8WZ42
Q6UX41	Q8WZ42
Q8TDQ0	Q8WZ42
Q8WVV5	Q8WZ42
Q7Z3H4	Q8WZ64
Q8WZ42	Q96A28
A6NK02	Q96A61
O15259	Q96JP2
O43281	Q96JP2
Q6UXY1	Q96JP2
Q8TE68	Q96JP2
Q8TEC5	Q96JP2
Q96JP2	Q9BVN2
Q68DX3	Q9H5P4
Q68DX3	Q9H987
Q96JP2	Q9NSI8
Q8WXA9	Q9NTZ6
Q96JP2	Q9NZM3
Q96JP2	Q9P0V3
A6NK02	Q9UDY6
Q96JP2	Q9UHR4
Q9NTZ6	Q9UPN6
Q96JP2	Q9UQB8
Q7Z3H4	Q9Y566
O43248	Q9BRJ9
P06729	Q9Y336
Q86YT9	Q9Y336
Q9HBG7	Q9Y336
Q9NQ25	Q9Y336
O15072	P00750
P27037	Q96P47
Q00535	Q96P47
P62834	Q96E17
O43307	P16333
Q6XZF7	Q8IZP0
O15259	Q96RF0
P00519	Q99963
P20936	Q99963
Q04771	Q9NRM7
P08246	Q9UQC2
Q8TDN2	Q9NXV2
P35568	Q9UQF2
O60264	Q01860
Q86UP6	Q9UKX5
O15269	O95470
Q12979	Q92963
P16144	Q4AC94
Q12837	Q8WYL5
P53680	Q96PU5
Q8TAQ2	Q9H4I2
P06239	Q9HB58
Q49A26	Q9ULH1
P55211	Q9Y6N7
P10586	Q5ZPR3
O60890	P20336
O15085	Q15438
P98174	Q15438
O15068	Q99418
O43307	Q99418
Q6ZV73	Q99418
Q14155	Q9BST9
P98174	Q9UIA0
Q70Z35	Q9UIA0
Q96M96	Q9UIA0
P09564	P09619
P09172	P19320
P05156	P32519
O75581	P35240
P01732	P36888
P54762	Q6ZN44
O60229	Q9NZ72
P42679	P45984
Q13636	Q3SXY8
O43294	P42773
P24941	Q13418
P01584	P08246
P02790	P35240
Q12791	Q13285
Q05397	Q52WX2
P32241	Q92876
P21854	Q9NNX6
Q9NPH5	Q9NRD9
O95835	P78368
P03973	Q15661
P0CG47	Q6UXY1
P0CG48	Q6UXY1
P62979	Q6UXY1
P62987	Q6UXY1
O60812	Q86U42
P03973	Q8NHM4
P98179	Q9NTZ6
Q14011	Q9NTZ6
Q96H35	Q9NTZ6
P0CG47	Q9UHR4
P0CG48	Q9UHR4
P62979	Q9UHR4
P62987	Q9UHR4
Q92804	Q96PK6
P46109	Q9UDT6
Q96SI9	Q9UHA4
Q05655	Q15735
O95622	Q9UBS5
P11277	P21333
P20248	P27361
Q9NYL5	Q9Y6A2
P14543	Q96S86
O75385	P14616
O43684	Q96BM9
O43684	Q9NVJ2
P11215	P42574
P10966	P24394
P30939	P32745
P23945	Q8NFJ6
Q14011	Q96J87
P49703	Q96KP1
P51679	Q9UBY5
Q8NDV2	Q9UBY5
A6NEQ0	Q9UNP9
P55854	Q9Y5A7
P19438	P40933
O15511	Q14511
O94856	P04626
O75578	P38570
P25929	P46663
P00533	P48546
P04626	P48546
P30874	P49146
P01127	Q15109
P45983	Q15262
Q14896	Q8WU20
Q9BZ76	Q9P121
P38570	Q9UKX5
O43711	Q9UM47
P00533	Q9Y4D7
Q9BZ76	Q9Y6N7
Q8IV16	Q8IV63
O15116	O75940
P38935	Q05397
Q12852	Q13177
O43396	Q9P2K2
P54727	Q14CS0
P48740	Q6MZW2
A1IGU5	Q71RG4
P48740	Q8N475
A1X283	Q8TEJ3
Q12965	Q8TEJ3
Q8N5V2	Q8TEJ3
Q8TEC5	Q96RF0
Q8TEJ3	Q99469
Q8TEJ3	Q9BVN2
Q71RG4	Q9BX66
P54578	Q9H347
Q96S82	Q9H347
P14210	Q9H4F8
Q504T8	Q9H7E2
O75052	Q9UKG1
Q96DU3	Q9UKJ0
Q6ZV89	Q9UKW4
Q92831	Q9ULU4
Q14449	Q9Y2H5
Q71RG4	Q9Y5K6
P53350	P61956
P42081	Q6P589
P07948	P54727
Q13424	Q9P2S2
Q8NI77	Q9UJT0
O15530	Q9UKE5
O15296	P09917
P00740	P04264
P10301	Q96PX9
P11277	P22105
O15554	O95477
Q08334	Q9UNN8
P16871	Q9UDY8
P37173	Q9UM47
P04070	Q86YW5
O60259	Q8TD84
O00305	Q92796
O95758	Q13247
P17844	Q13838
P52298	Q16560
P52756	Q16560
Q16560	Q8N6W0
O95817	Q96J02
P29558	Q96PK6
Q8WVV9	Q9BQ04
P26378	Q9BRL6
P55795	Q9UKA9
Q9NW64	Q9UPN6
P61019	Q9Y272
P22626	Q9Y3B4
O43435	O75051
P52597	Q14011
P53365	Q9NVJ2
Q13153	Q9NYV4
P51959	P78396
P51151	Q14C86
O60543	Q15052
P41002	Q16589
P51959	Q8WWL7
Q15052	Q96AQ7
P16144	P25189
Q02447	Q68CZ2
P54762	Q8TE12
Q6ZV73	Q9Y5K6
P36888	Q14774
P05156	P14210
O14508	P51451
P43250	Q00536
P41743	Q15131
Q13557	Q15131
Q13557	Q8TAS1
Q14520	Q99895
P12931	Q9P2A4
Q16512	Q9UHY1
Q56UN5	Q9UQ07
Q13188	Q9UQ88
P05362	P25942
P78310	Q13751
P10911	Q92851
P15498	Q9P1W8
P01589	P21583
P21333	P29320
P29317	P43146
P13591	Q16653
P04275	P07766
P01889	P19320
P10321	P19320
O75437	P28360
O15232	P35555
P13612	P35968
P10321	P42081
P35372	P47775
P28358	P55268
O00622	P98160
P11047	Q14162
P17947	Q14774
O95970	Q15223
P13497	Q16665
P28358	Q5ZPR3
P35367	Q5ZPR3
Q13683	Q8N441
Q8WYQ5	Q92831
P25025	Q9BZZ2
O95970	Q9NX02
Q8WZ75	Q9NY15
P11171	Q9P2D1
P24941	Q9UL26
O75093	Q9UQ52
Q14289	Q9Y2J2
O95057	P61225
Q12965	Q9HB21
P21462	P47898
P37275	P78367
P51805	Q15375
P31271	Q15554
P51531	Q96T37
P51532	Q96T37
P49810	Q68CZ2
Q92692	Q96M93
P08476	Q9BQ51
Q92974	Q9NQC7
O95835	Q9Y6A5
O00238	O14641
Q13247	Q15459
P04626	P39905
P05231	P49913
P25963	P49913
P51116	P51513
Q14011	Q14289
P78380	Q5QGZ9
P20340	Q8N8L6
O00560	P02751
O95711	P32121
P62873	Q8NDX1
P49407	Q99819
O60260	O95166
O95835	P05129
P11233	P50148
P51157	P61106
O95661	Q03113
P15153	Q03113
P11234	Q15382
Q03113	Q15669
P11234	Q8IXI2
P61026	Q96BM9
P61106	Q96BM9
O76064	O94941
P05362	P13688
O94941	Q5VTB9
O60522	Q9BXT8
P28330	Q6JQN1
P06850	Q15743
P04233	P16410
Q8N441	Q92908
P00734	Q96FE5
P46531	Q9H3D4
P26358	Q9NQX1
O95393	Q9NZU5
O15212	Q9UBN7
P52564	Q09013
O60381	Q9NQC7
P48742	P58546
O95278	Q4G0W2
P78367	Q9H6I2
P04216	P49407
O60431	Q8WZ84
O60431	Q9GZM6
Q9GZM6	Q9H207
Q9H207	Q9H339
Q9H207	Q9H340
Q8WZ84	Q9H343
Q9GZM6	Q9H343
O14662	Q13501
O75962	Q7Z628
Q13177	Q86Y07
O75022	O75023
O75023	Q8N423
P55209	Q8TD26
P05113	P35225
O00463	P21333
P42575	P50281
P35813	P61088
P10721	P78509
Q13352	Q9H7P9
O00425	Q9Y4K3
Q12918	Q96GW7
O15197	Q9HCK4
Q7Z6M3	Q8TDQ1
Q15375	Q96A47
Q86VZ4	Q9UHD9
P02753	P48023
Q4VNC1	Q9NTI2
O00237	Q8N6D2
O14788	P08567
P08567	P10144
P02748	P80511
P00747	P51531
P61626	Q9BZZ2
O14936	Q9NQ87
O15146	O94813
O43186	P17509
P28069	P31273
O95271	P46531
P28069	P56178
P17482	P78424
P00451	P98160
P04626	Q13203
P28069	Q15699
O15146	Q5VST9
P13762	Q86YW5
Q06546	Q99466
P28356	Q9BZE3
P14653	Q9NZR4
Q8TE56	Q9P0K1
Q8TE60	Q9P0K1
Q99965	Q9P0K1
Q9P0K1	Q9UKP4
P46531	Q9P0G3
P17693	P29017
P35249	P55072
P11362	Q99650
Q15669	Q92930
P17081	Q96KC2
Q5SW96	Q9H8T0
P39905	Q04771
O00459	Q16584
P03952	Q6UXH9
P36952	Q9UK55
O15520	Q9HCE7
O75154	P51148
P20336	Q13439
P51149	Q96KP1
P51153	Q96KP1
P61026	Q96KP1
Q14964	Q96KP1
Q15907	Q96KP1
Q96KP1	Q9NP72
O75154	Q9UL26
Q96KP1	Q9UL26
P16422	P42679
O00213	Q8IZU2
Q14168	Q8N2Y8
O00213	Q8N3C7
O43566	Q8N8I0
Q13387	Q96D05
O95989	P0C024
P08567	P08709
Q8N726	Q8NI38
P00749	Q8TDY4
P00748	Q9UBN7
P40425	Q9Y6Q9
Q8IV61	Q99490
Q9BY11	Q9NQC7
P04899	Q92888
P08887	P10909
O14791	P14222
P10451	P15692
P13612	P16109
P13612	P16581
P08913	P17787
P10826	P18075
O00222	P21728
P10071	P31260
P11047	P35222
P17787	P35368
P12757	P35372
O15123	P35968
P01137	P37231
P30872	P42263
P41594	P42263
P25025	P43405
P28223	P48058
P01137	P49715
P21675	P49759
P35968	P55085
O60603	P61812
P55212	P61812
P14923	Q03014
P35368	Q12879
P42858	Q12879
P12643	Q13485
P08887	Q14116
P19622	Q14469
O60674	Q14790
P37231	Q14790
Q02410	Q14831
O14791	Q29980
P60201	Q8N135
P50402	Q8TD31
P35368	Q8TDF5
P21918	Q8WXD0
O95754	Q96FE5
P55268	Q99835
A1X283	Q9GZV5
P50553	Q9NYJ7
P28223	Q9NZN1
Q86VW0	Q9NZN1
P21554	Q9P246
Q68CZ6	Q9UKT4
Q7Z304	Q9UL01
P25101	Q9Y4D7
Q99689	Q9Y639
O14641	Q9HC62
P51159	Q13177
P00747	P05997
P07948	P49759
P48431	Q5XKR4
Q01664	Q9NRM7
O60678	Q8IYT2
O15400	P40855
P42696	Q09161
Q53RE8	Q8N6D5
Q53RE8	Q9UMS4
P41159	Q9HC29
O95711	Q9NP99
B1AK53	P04637
O14770	P28356
P48736	P61586
P32780	Q99501
Q15291	Q9HAV0
P15311	Q9NYT0
P40426	Q9UPW6
O14939	P21333
O15519	Q9Y2C9
P49862	Q5VV43
O43603	P07550
O94868	P29374
P20340	Q9Y570
O15085	Q9UN37
P25098	Q5JWF2
P02679	Q9UQP3
P11277	P35240
P59535	P59538
P59534	P59543
P59544	P59551
P59535	Q7RTR8
P59544	Q7RTR8
P59543	Q9NYW2
Q8IXI1	Q8IYI6
O00391	Q96CM4
P08697	Q9NZP8
Q01974	Q9Y2U5
P04004	P20160
P01597	P02753
P01764	P05362
P01721	P05362
P05981	P10646
P01721	Q14116
P50281	P56730
O60500	P23468
Q13163	Q13470
Q96Q89	Q9H4B7
Q5XUX0	Q6PCD5
Q8IV50	Q96S90
O14640	P17600
O00222	Q86UR5
Q14774	Q8NET5
P31644	Q8TDF5
O14944	Q9NR97
Q92841	Q96A72
P26038	P62070
Q13595	Q15020
P55795	Q96BT7
Q8N165	Q9C0K7
O14944	Q63HK5
P15291	Q9Y5Z6
O00321	Q02548
P01911	Q495A1
Q30154	Q495A1
P47869	Q86UR5
P00746	P04070
O60259	P05981
O60235	P08246
P07477	P08709
P07288	P08861
P08246	P08861
P08311	P08861
P04070	P20151
P05981	P20718
P20151	P24158
P07288	P26927
P08217	P26927
P08311	P26927
P20718	P26927
P12544	P48740
O60259	P51124
P00747	P51124
P20151	P51124
P20160	P51124
P12544	P98073
P20151	Q04756
P08246	Q16651
P00746	Q2L4Q9
P35030	Q5K4E3
P00746	Q8IU80
P20231	Q8IYP2
P14210	Q8NF86
P06870	Q92876
P08217	Q9BZJ3
P08861	Q9BZJ3
P49862	Q9BZJ3
P00749	Q9H2R5
P00750	Q9NRR2
P49863	Q9NRR2
P51124	Q9NRR2
Q9H3S3	Q9P0G3
P00742	Q9UBX7
P08311	Q9UBX7
P12544	Q9UBX7
P40313	Q9UBX7
P56730	Q9UBX7
Q9BZJ3	Q9UBX7
Q9UBX7	Q9UI38
P51124	Q9UKR3
P20718	Q9UL52
Q92876	Q9UNI1
Q9BZJ3	Q9Y337
P00734	Q9Y5K2
P04070	Q9Y5K2
O60469	Q53EP0
O14931	Q9Y624
P08913	P37840
P37840	P52824
O76094	P61619
P43405	Q15833
O43597	Q16828
Q99741	Q9BVW5
Q16623	Q9UKU0
P20941	Q9BQA1
P23443	P46527
Q6UWB1	Q96F15
Q86XI6	Q9Y4H2
Q8TCT0	Q9Y6T7
P09429	Q7Z2G1
P61970	Q04759
O14939	Q92888
O95271	P49841
O95835	Q14678
P11161	Q92876
P08246	Q9Y2I1
O95267	Q9NYI0
Q8NER5	Q9HAP6
P46721	P98073
P08134	P61019
P49137	Q5TCX8
Q96RR4	Q9Y4K4
Q8TD08	Q99986
Q53FZ2	Q96CM8
Q96K12	Q9H2F3
Q92572	Q9NP97
P35968	P52803
P15151	Q8TD46
P08922	Q9BXT4
P51805	Q9UQP3
O75604	Q14596
P11229	Q8NFN8
P51531	Q9H254
O15020	Q9Y5P4
P02790	P09619
Q92997	Q9P2D1
O75452	P14061
Q14003	Q6ZWB6
Q6ZWB6	Q8WZ19
Q6ZWB6	Q96PR1
Q5VUJ5	Q96Q42
Q6ZWB6	Q9H3F6
P80370	Q9NYQ6
P53667	Q9NY43
P10721	P21728
P09012	Q8N6W0
P35637	Q9BZC1
Q7L804	Q99578
P15924	Q9Y490
O43364	O95948
P01903	P05362
O95948	P28360
O95948	P31314
P08912	P31391
P31391	P41146
P37288	P47775
P42081	Q01638
P35968	Q14573
O95185	Q86WK6
P01138	Q86WK6
O60245	Q8TDW7
Q8N3J5	Q8WY54
P37288	Q9BXC0
Q15811	Q9H2K8
P21462	Q9P296
O60245	Q9UN73
P26378	Q9UN86
Q9P296	Q9Y271
Q9NYQ6	Q9Y5E2
Q9NYQ6	Q9Y5E9
Q8N4C8	Q9C098
O43680	P35908
P07204	P40933
P30305	Q13115
Q6UXK2	Q86UN3
O14944	Q8IUN9
P49450	Q15691
O15357	Q16512
P19022	Q9Y4K3
O95817	Q13526
Q9NWM8	Q9NYL4
P37173	P50552
P07996	Q7Z698
Q86U42	Q8WVV9
Q6NXG1	Q9Y5S9
O43186	P18825
A1L4K1	A2RUH7
A4FU49	O43281
P61019	Q13976
Q13636	Q13976
O43291	Q6UDR6
P10646	Q6UDR6
Q02388	Q6UDR6
P01594	Q7Z6M3
Q13976	Q8WUD1
O15198	P12643
P01137	Q14790
P22301	P29459
Q05397	Q9BRJ9
Q16512	Q8N8L6
Q15311	Q9BPW5
O76036	P04216
P08311	P80075
O60431	Q8NGS5
P20132	Q96GA7
A6NEQ0	Q13242
P14866	Q16560
P61088	Q8N9V3
P42772	Q8NI38
P22626	Q8WVV9
Q14103	Q8WVV9
Q5TCQ9	Q96PU5
P11940	Q9H0L4
Q12849	Q9H0Z9
Q01130	Q9H361
P07910	Q9NW64
Q9NW64	Q9NWB1
Q16560	Q9UPN6
Q92995	Q9Y5A7
P14921	P17509
P08172	P21917
P28222	P32238
P21917	P32245
P21917	P47898
P10911	Q96QB1
O15350	Q9Y618
Q13009	Q9H7X7
P05106	P55290
O43639	P61586
Q15149	Q96QB1
P07550	Q9Y2T6
Q5VT06	Q9ULH1
O00398	P04201
P00750	Q9HB21
O14788	O43508
O43508	O43557
O14512	P43405
P15498	P63096
P20336	Q8WWN8
Q8WWN8	Q96E17
P11230	Q99928
Q9H6T0	Q9NQ94
Q9HB21	Q9UKG1
P33527	Q9UNQ0
P11309	Q13557
O43293	Q7Z2Y5
O43293	Q9UL54
P61019	Q9UNT1
Q8WUD1	Q9UNT1
Q01085	Q13310
Q13191	Q7Z6Z7
O14782	O95239
Q14155	Q9UQ16
P26992	Q92752
Q5ZPR3	Q9BX59
Q15223	Q9UBF9
P31942	Q96A72
O43236	P62491
P21860	Q13464
Q9H0E7	Q9UPT9
Q09472	Q7L7L0
P11831	P78423
O14713	P51671
P11362	Q7Z4P5
Q14573	Q8WZ42
P06731	P40198
P40198	Q00888
P41182	Q9H0H3
P25942	Q9NRA1
P04275	P16885
P01024	P21333
P29317	P41970
P08922	Q96M93
P01112	Q9BY11
P04637	P15813
P84095	Q5VT25
O75628	Q96P47
O14880	P20292
O95758	P38159
O95758	Q8WXA9
O60235	P00750
P00736	P05981
P00736	P06870
P00750	P06870
O60235	P09871
P05981	P09871
P05981	P20151
P07288	P24158
P05981	P26927
P05981	P48740
P03951	P57727
P08861	P57727
P05981	Q04756
P06870	Q04756
P00749	Q86T26
P00750	Q86WS5
P00748	Q9H3S3
P00749	Q9UI38
P20718	Q9UI38
P00736	Q9UL52
P09871	Q9UL52
P26927	Q9UL52
Q04756	Q9UL52
Q04756	Q9UNI1
P08311	Q9Y337
Q9NRR2	Q9Y5Q5
P01588	P20809
P49005	P49959
P43405	Q6P0Q8
P78368	Q8NEV4
P08172	Q9H244
P00747	P11532
Q12770	Q8WY64
Q13191	Q969T4
P17174	Q9P2R7
P37173	P41279
Q13153	Q9H2G2
O60566	P31483
P47712	P48059
O00635	Q06187
O00237	Q13618
P00736	Q14116
O14757	Q15233
Q13418	Q8WUP2
Q9H8T0	Q9UGJ0
O60566	Q9Y6M1
P10398	P54578
P60953	Q9UJ41
P61587	Q9UJ41
P11233	P14923
P29317	Q15678
P42224	Q8NHL6
P14780	Q8WZ75
P78504	Q8WZ75
P45984	Q6IQ55
Q8IV63	Q8TDC3
Q16623	Q9H444
O95166	P20336
O95136	P32241
O95716	P36405
P18085	Q15771
P84085	Q15771
Q96KC2	Q9H082
Q9ULW5	Q9Y689
P08246	Q8IX03
P08134	Q8NDX1
Q5TH69	Q96AX2
P16885	Q9HCG1
P43403	Q9HCG1
Q9HB21	Q9HCM4
P62834	Q9NRD0
Q9HBH0	Q9NYI0
O94813	P06213
O60315	P51843
P50219	Q13705
O60469	Q14324
P22105	Q14324
O15031	Q92854
P07949	Q9H161
Q14324	Q9HCK4
P17844	P26196
P43243	Q08170
Q13163	Q504T8
Q5JZY3	Q68DC2
O75526	Q8IUH3
P57723	Q9Y2W6
P17181	P26441
Q15223	Q7Z4P5
P49019	Q8TDV5
P26441	Q99665
P09017	Q15475
P11310	Q6JQN1
Q8IZL9	Q96GD4
O75604	Q9BVT8
P24530	P61073
P32243	P78337
P52948	Q8NDT2
Q12951	Q92949
Q9NPC1	Q9Y271
O15392	P55316
P01375	Q15223
Q30201	Q9NNX6
Q13424	Q9Y5P4
P21333	P21781
P41217	Q13449
A1L4K1	Q309B1
O75679	Q9H2S5
Q309B1	Q9H2S5
P11215	Q9H7M9
P20702	Q9H7M9
P20671	Q01658
Q01658	Q16777
Q01658	Q8IUE6
Q01658	Q96KK5
Q01658	Q96QV6
Q01658	Q99878
O94769	Q6UXM1
P52746	Q8N475
O94991	Q8N9C0
Q8N967	Q8N9C0
Q96JM2	Q96JM3
P07766	Q96RD9
O15394	Q9HBW1
Q6UB98	Q9Y6H5
Q6UXK5	Q9Y6N7
P49757	Q13009
Q3KR16	Q8TCU6
P24821	Q9Y5E5
O43293	O75914
O43293	Q13153
P05156	P12544
P07477	Q14520
P40313	Q14520
P35568	Q07889
O94953	Q4LE39
Q92737	Q99819
O60890	Q9BQL6
Q70Z35	Q9ULH1
P59190	Q9UQ16
O60880	P07357
P06340	P10747
P07357	Q9H6Q3
P06493	Q9HCE7
P14780	P19022
O15144	P21333
P21333	P42224
P04085	Q99650
Q8TD84	Q9NYJ7
O15075	Q9UHV5
P25090	P25105
P29317	P31268
P32004	Q96JP9
P08047	Q9HCE7
P32241	Q9UBY5
P32245	Q9UBY5
Q8IY67	Q8N9T8
P42331	Q8TD55
O15020	Q96S82
Q8N5V2	Q9H0R8
Q8TD55	Q9NPF8
Q9H492	Q9NR46
Q92783	Q9ULM0
Q8N2Y8	Q9Y2J2
P29353	Q12778
P02652	Q9Y2G2
O15259	Q9Y2H6
Q9H0E9	Q9Y6J9
Q9H4A3	Q9Y5Q5
O14813	P56693
P01112	Q9BZE4
P53677	Q9Y587
O75581	Q9UPY3
Q5KU26	Q6UX15
P05067	P20265
P51449	Q13133
P54753	Q86XP1
P10588	Q9Y466
Q05952	Q9NQ86
O15105	P01375
O75376	Q9H2K8
P57735	Q86X27
P20340	Q8IZJ4
P51149	Q92565
O60936	Q13489
O43248	Q9H6I2
O15020	P15311
Q13009	Q99704
P14543	Q9Y5E5
O95755	Q8IYI6
P07949	P78411
P56178	Q04771
P06340	Q96F15
Q03113	Q9NYN1
O15085	P42680
Q13283	Q96PK6
P02753	P23497
O15344	Q13813
P29317	P48742
P32242	Q495M9
O75317	Q93009
P13945	Q96P69
P31749	Q9Y478
Q9Y4E8	Q9Y6I4
O14933	P11441
P08100	Q8NDV2
P20827	P37023
P21333	P63146
Q12834	Q16643
P21127	P31749
P21127	Q04759
Q13952	Q7Z7C8
P16234	P33681
P47900	Q92633
P47900	Q9HBW0
O60861	P51671
O43639	Q9Y4H2
P35590	P98160
Q14289	Q14982
P21333	Q15642
Q14344	Q92609
P31150	Q96A58
O43739	Q9NYR9
Q16849	Q8IV63
O60260	Q8NER5
Q99704	Q9NZM3
O43236	Q9UN37
O43365	P47902
O60315	P52954
P23470	P54829
Q12913	Q12923
P55212	Q13507
Q12923	Q16827
P49593	Q5SGD2
P09038	Q8WZ75
P16471	Q92823
P09038	Q96I82
P59095	Q9NSY2
Q6ZMT4	Q9ULD4
P11488	Q8N136
P63096	Q8N136
O75385	P07949
O15146	P31751
O60890	P57735
P22455	Q14004
P23258	Q2KJY2
P20338	Q2M1Z3
Q13637	Q52LW3
P49703	Q7Z628
P53667	Q86UE8
P0C0E4	Q86VI3
P63000	Q86YV0
P22607	Q86Z02
P22607	Q8IV63
P63000	Q8TB24
P61956	Q8WVN8
P62253	Q8WY64
Q7Z628	Q969Q4
Q92888	Q969Q4
Q92888	Q969Q5
Q5VWQ8	Q96L33
P10114	Q9BQI7
Q92888	Q9H082
P10721	Q9H2X6
P22607	Q9H2X6
Q5VWQ8	Q9H4E5
Q86YV0	Q9NP72
Q7Z628	Q9NP90
Q13017	Q9NRW1
P10114	Q9NYI0
P61225	Q9NYI0
Q16623	Q9NZ52
Q9BW83	Q9Y4F1
P51858	Q9P267
P07477	Q9BZP6
O60760	Q16873
O14944	O60934
P27361	P49761
P20794	Q00532
P54753	Q68G74
Q96HC4	Q9HCK4
O76081	Q8NE09
P46108	Q8NFA2
